name,seed,season,target,n,median_abs,zero_median_fraction,crps,zero_crps
pathogen_gated_nw0.2_rev0,44,2023-2024,nhsn_flu_admissions,988,0.0,1.0,301.1933079759507,301.19331983805665
pathogen_gated_nw0.2_rev0,44,2023-2024,nhsn_rsv_admissions,548,0.0,1.0,3.054738876304433,3.0547445255474455
pathogen_gated_nw0.2_rev0,44,2023-2024,nssp_covid_proportion,728,0.004962905077263713,0.0,0.008804393797098393,0.014003021995809472
pathogen_gated_nw0.2_rev0,44,2023-2024,nssp_flu_proportion,416,0.0033706684480421245,0.0,0.0021981363084145975,0.003901442311206875
pathogen_gated_nw0.2_rev0,44,2023-2024,nssp_rsv_proportion,416,0.0008417285280302167,0.0,0.0023950689991439644,0.002962500006805595
pathogen_gated_nw0.2_rev0,44,2025-2026,nhsn_covid_admissions,1352,0.0,1.0,193.29732966488461,193.2973372781065
pathogen_gated_nw0.2_rev0,44,2025-2026,nhsn_flu_admissions,1196,0.0,1.0,391.59195551026244,391.59197324414714
pathogen_gated_nw0.2_rev0,44,2025-2026,nhsn_rsv_admissions,936,0.0,1.0,143.2414522115393,143.241452991453
pathogen_gated_nw0.2_rev0,44,2025-2026,nssp_covid_proportion,728,0.009806654416024685,0.0,0.004106493818843583,0.005690384626507364
pathogen_gated_nw0.2_rev0,44,2025-2026,nssp_flu_proportion,416,0.004150810651481152,0.0,0.0030255334219278806,0.0011764423073215697
pathogen_gated_nw0.2_rev0,44,2025-2026,nssp_rsv_proportion,624,0.0010975983459502459,0.0,0.0016761526396807406,0.0020322115394894634
pathogen_gated_nw0.2_rev0,44,2024-2025,nhsn_covid_admissions,1338,0.0,1.0,280.95141909463683,280.95142002989536
pathogen_gated_nw0.2_rev0,44,2024-2025,nhsn_flu_admissions,1294,0.0,1.0,388.9227115933789,388.9227202472952
pathogen_gated_nw0.2_rev0,44,2024-2025,nhsn_rsv_admissions,832,0.0,1.0,160.3990375767882,160.39903846153845
pathogen_gated_nw0.2_rev0,44,2024-2025,nssp_covid_proportion,728,0.00574937486089766,0.0,0.004527851150759398,0.010165934095281985
pathogen_gated_nw0.2_rev0,44,2024-2025,nssp_flu_proportion,416,0.004198357346467674,0.0,0.002822441180831867,0.0015105769316330854
pathogen_gated_nw0.2_rev0,44,2024-2025,nssp_rsv_proportion,624,0.0009132142586167902,0.0,0.0008444763867980024,0.0016443910249924953
pathogen_gated_nw0.2_rev0,45,2023-2024,nhsn_covid_admissions,622,0.0,1.0,604.7443726541694,604.7443729903537
pathogen_gated_nw0.2_rev0,45,2023-2024,nhsn_flu_admissions,412,0.0,1.0,262.9417246840477,262.94174757281553
pathogen_gated_nw0.2_rev0,45,2023-2024,nhsn_rsv_admissions,326,0.0,1.0,6.874228373786976,6.874233128834356
pathogen_gated_nw0.2_rev0,45,2023-2024,nssp_covid_proportion,728,0.004849734017625451,0.0,0.008464580014953134,0.014096153857650819
pathogen_gated_nw0.2_rev0,45,2023-2024,nssp_flu_proportion,1456,0.004329168004915118,0.0,0.008612621538174738,0.011986813194443339
pathogen_gated_nw0.2_rev0,45,2023-2024,nssp_rsv_proportion,728,0.0011230721429456025,0.0,0.002332070766027715,0.003015934065093301
pathogen_gated_nw0.2_rev0,45,2025-2026,nhsn_covid_admissions,624,0.0,1.0,138.6506223739902,138.65064102564102
pathogen_gated_nw0.2_rev0,45,2025-2026,nhsn_flu_admissions,520,0.0,1.0,352.42882462311917,352.42884615384617
pathogen_gated_nw0.2_rev0,45,2025-2026,nhsn_rsv_admissions,780,0.0,1.0,89.88717699772292,89.88717948717948
pathogen_gated_nw0.2_rev0,45,2025-2026,nssp_covid_proportion,728,0.011153176659718156,0.0,0.004824511338713589,0.006031043967765812
pathogen_gated_nw0.2_rev0,45,2025-2026,nssp_flu_proportion,1456,0.004964057239703834,0.0,0.009032374994183976,0.010478365410203328
pathogen_gated_nw0.2_rev0,45,2025-2026,nssp_rsv_proportion,1144,0.0009427279437659308,0.0,0.0017947972987045191,0.0023504370662452015
pathogen_gated_nw0.2_rev0,45,2024-2025,nhsn_covid_admissions,624,0.0,1.0,310.51281906587957,310.5128205128205
pathogen_gated_nw0.2_rev0,45,2024-2025,nhsn_flu_admissions,520,0.0,1.0,320.3807596679263,320.3807692307692
pathogen_gated_nw0.2_rev0,45,2024-2025,nhsn_rsv_admissions,726,0.0,1.0,135.51652739359267,135.51652892561984
pathogen_gated_nw0.2_rev0,45,2024-2025,nssp_covid_proportion,728,0.007070728694088757,0.0,0.003508597955870145,0.010668269265107274
pathogen_gated_nw0.2_rev0,45,2024-2025,nssp_flu_proportion,1456,0.005283220554701984,0.0,0.013516306162943022,0.015565041257114888
pathogen_gated_nw0.2_rev0,45,2024-2025,nssp_rsv_proportion,1144,0.000626947803539224,0.0,0.001178910353427728,0.00261354895980088
pathogen_gated_nw0.2_rev0,46,2023-2024,nhsn_covid_admissions,728,0.0,1.0,454.39010965669564,454.3901098901099
pathogen_gated_nw0.2_rev0,46,2023-2024,nhsn_flu_admissions,722,0.0,1.0,310.05261726498645,310.05263157894734
pathogen_gated_nw0.2_rev0,46,2023-2024,nhsn_rsv_admissions,471,0.0,1.0,4.331203853705742,4.3312101910828025
pathogen_gated_nw0.2_rev0,46,2023-2024,nssp_covid_proportion,1248,0.004974236246198416,0.0,0.00782224046941757,0.01256362181942304
pathogen_gated_nw0.2_rev0,46,2023-2024,nssp_flu_proportion,832,0.004241046262905002,0.0,0.013095014499553005,0.018070673110121158
pathogen_gated_nw0.2_rev0,46,2023-2024,nssp_rsv_proportion,312,0.0011224813351873308,0.0,0.005493240624090481,0.006981410292446992
pathogen_gated_nw0.2_rev0,46,2025-2026,nhsn_covid_admissions,936,0.0,1.0,124.66772937639365,124.66773504273505
pathogen_gated_nw0.2_rev0,46,2025-2026,nhsn_flu_admissions,832,0.0,1.0,247.37018050960384,247.37019230769232
pathogen_gated_nw0.2_rev0,46,2025-2026,nhsn_rsv_admissions,988,0.0,1.0,115.43825594279,115.43825910931174
pathogen_gated_nw0.2_rev0,46,2025-2026,nssp_covid_proportion,1248,0.009013139177113771,0.0,0.004429566170774006,0.005047916683347116
pathogen_gated_nw0.2_rev0,46,2025-2026,nssp_flu_proportion,936,0.003952550934627652,0.0,0.01928665562706719,0.022544764999888414
pathogen_gated_nw0.2_rev0,46,2025-2026,nssp_rsv_proportion,416,0.0016733199881855398,0.0,0.0012412274861792237,0.0020341346192498558
pathogen_gated_nw0.2_rev0,46,2024-2025,nhsn_covid_admissions,825,0.0,1.0,207.26423767684744,207.2642424242424
pathogen_gated_nw0.2_rev0,46,2024-2025,nhsn_flu_admissions,828,0.0,1.0,245.8152070270993,245.81521739130434
pathogen_gated_nw0.2_rev0,46,2024-2025,nhsn_rsv_admissions,908,0.0,1.0,160.31607794150216,160.3160792951542
pathogen_gated_nw0.2_rev0,46,2024-2025,nssp_covid_proportion,1248,0.006406619562767446,0.0,0.0035338219930473804,0.00927676284654575
pathogen_gated_nw0.2_rev0,46,2024-2025,nssp_flu_proportion,936,0.006052039097994566,0.0,0.02213408156504191,0.02727884621194051
pathogen_gated_nw0.2_rev0,46,2024-2025,nssp_rsv_proportion,416,0.0019105156534351408,0.0,0.0015660239195872587,0.0030223557772527643
pathogen_gated_nw0.1_rev0.5,42,2023-2024,nhsn_covid_admissions,724,0.0,1.0,601.9364638349293,601.9364640883978
pathogen_gated_nw0.1_rev0.5,42,2023-2024,nhsn_flu_admissions,624,0.0,1.0,153.83652861617142,153.83653846153845
pathogen_gated_nw0.1_rev0.5,42,2023-2024,nhsn_rsv_admissions,225,0.0,1.0,0.8977762167494274,0.8977777777777778
pathogen_gated_nw0.1_rev0.5,42,2023-2024,nssp_covid_proportion,1196,0.004739508032798767,0.0,0.013516719749793652,0.01892633783303195
pathogen_gated_nw0.1_rev0.5,42,2023-2024,nssp_flu_proportion,936,0.0036800981033593416,0.0,0.009696386270288479,0.013242735043449156
pathogen_gated_nw0.1_rev0.5,42,2023-2024,nssp_rsv_proportion,676,0.000982448604190722,0.0,0.003658869171191951,0.0044974852158411955
pathogen_gated_nw0.1_rev0.5,42,2025-2026,nhsn_covid_admissions,832,0.0,1.0,180.5925394329709,180.59254807692307
pathogen_gated_nw0.1_rev0.5,42,2025-2026,nhsn_flu_admissions,624,0.0,1.0,141.85736657422908,141.8573717948718
pathogen_gated_nw0.1_rev0.5,42,2025-2026,nhsn_rsv_admissions,624,0.0,1.0,71.63461128049352,71.63461538461539
pathogen_gated_nw0.1_rev0.5,42,2025-2026,nssp_covid_proportion,1196,0.010860992828384042,0.0,0.004964281289264354,0.005390301011963148
pathogen_gated_nw0.1_rev0.5,42,2025-2026,nssp_flu_proportion,1040,0.005073907785117626,0.0,0.010725325630196144,0.01565807695525599
pathogen_gated_nw0.1_rev0.5,42,2025-2026,nssp_rsv_proportion,936,0.0011210926459170878,0.0,0.002180199366590293,0.0025377136766747623
pathogen_gated_nw0.1_rev0.5,42,2024-2025,nhsn_covid_admissions,819,0.0,1.0,243.3308898503429,243.33089133089132
pathogen_gated_nw0.1_rev0.5,42,2024-2025,nhsn_flu_admissions,720,0.0,1.0,279.36378911472536,279.3638888888889
pathogen_gated_nw0.1_rev0.5,42,2024-2025,nhsn_rsv_admissions,565,0.0,1.0,51.76637025116259,51.766371681415926
pathogen_gated_nw0.1_rev0.5,42,2024-2025,nssp_covid_proportion,1196,0.006695340853184462,0.0,0.003387720113899325,0.008698745842341312
pathogen_gated_nw0.1_rev0.5,42,2024-2025,nssp_flu_proportion,1040,0.009854133240878582,0.0,0.007677216390136611,0.0178285577713513
pathogen_gated_nw0.1_rev0.5,42,2024-2025,nssp_rsv_proportion,832,0.0013671214401256293,0.0,0.0017257597498708211,0.0032278846226920276
pathogen_gated_nw0.1_rev0.5,43,2023-2024,nhsn_covid_admissions,1038,0.0,1.0,729.5626200917237,729.5626204238921
pathogen_gated_nw0.1_rev0.5,43,2023-2024,nhsn_flu_admissions,620,0.0,1.0,179.32257039913563,179.32258064516128
pathogen_gated_nw0.1_rev0.5,43,2023-2024,nhsn_rsv_admissions,60,0.0,1.0,6.8166638212051245,6.816666666666666
pathogen_gated_nw0.1_rev0.5,43,2023-2024,nssp_covid_proportion,1456,0.006266107666306198,0.0,0.007151442908902287,0.012973557718166606
