season,target,lag_days,geography,n,weeks,locations,final_total,net_revision_pct,absolute_revision_pct,median_reported_pct,p10_reported_pct,p90_reported_pct,downward_pct
2023-2024,nhsn_flu_admissions,4,US,32,32,1,242331.0,3.2406089192055494,3.474173754080163,97.88049936303635,95.15856136074915,102.06862521356716,18.75
2023-2024,nhsn_flu_admissions,4,states,1632,32,51,239896.0,3.2472404708707105,5.442358355287291,100.0,90.22314708226335,106.46605681271065,27.573529411764707
2023-2024,nhsn_flu_admissions,11,US,33,33,1,243149.0,2.8505155275160496,3.156500746455877,97.39654167476199,95.78376022325375,103.68741864248021,27.27272727272727
2023-2024,nhsn_flu_admissions,11,states,1683,33,51,240652.0,2.8518358459518307,4.592108106311188,100.0,95.91836734693877,103.59712230215827,24.539512774806894
2023-2024,nssp_covid_proportion,11,US,12,12,1,0.09269999945536256,6.580364676887602,6.580364676887602,93.96969844178041,91.26935063036778,94.86816791728636,0.0
2023-2024,nssp_covid_proportion,11,states,574,12,48,4.220500006573275,7.013387262345333,7.292975170020407,94.11764343343293,82.89361417719833,100.0,4.878048780487805
2023-2024,nssp_flu_proportion,11,US,12,12,1,0.04260000050999224,3.051644803915035,3.051644803915035,96.73739719430614,94.76316021578745,99.80769173939265,0.0
2023-2024,nssp_flu_proportion,11,states,574,12,48,2.092800006896141,6.03497782014621,6.7039381166147285,96.24999490682991,81.25000227373681,100.0,6.620209059233449
2023-2024,nssp_rsv_proportion,11,US,12,12,1,0.003599999996367842,16.666669496205742,16.666669496205742,92.85713741254892,52.49999981810106,100.0,0.0
2023-2024,nssp_rsv_proportion,11,states,572,12,48,0.19910000076924916,15.670519151920603,16.474135613700778,99.99999029872365,50.0,100.0,1.2237762237762237
2024-2025,nhsn_covid_admissions,4,US,34,34,1,267074.0,7.590780083422572,14.879396721507897,87.95371507500884,85.05976725267097,93.20848330985875,2.941176470588235
2024-2025,nhsn_covid_admissions,4,states,1734,34,51,263390.0,7.478264171001177,15.922016781198982,91.42857142857143,64.91228070175438,100.0,4.2675893886966545
2024-2025,nhsn_covid_admissions,11,US,38,38,1,315429.0,6.157645619140916,6.157645619140916,94.28694320433819,91.51704828611362,96.79573825159733,0.0
2024-2025,nhsn_covid_admissions,11,states,1938,38,51,311346.0,6.012924527695875,7.126797839060081,97.90575916230367,82.32299465240641,100.0,5.314757481940145
2024-2025,nhsn_flu_admissions,4,US,29,29,1,464399.0,11.446837740822009,11.563978389273018,88.65958471718682,84.20193798081038,91.78963200045851,3.4482758620689653
2024-2025,nhsn_flu_admissions,4,states,1479,29,51,455305.0,11.01151975049692,11.955941621550389,91.92119030379669,65.45092838196287,100.0,3.515889114266396
2024-2025,nhsn_flu_admissions,11,US,36,36,1,552118.0,5.557145392832692,5.797673685697623,94.51349145318287,89.82276259949067,96.65286150074748,8.333333333333332
2024-2025,nhsn_flu_admissions,11,states,1836,36,51,540291.0,5.13019835607108,6.5894120020507465,98.08792614934649,80.0,100.0,5.718954248366013
2024-2025,nhsn_rsv_admissions,4,US,33,33,1,142317.0,10.853236085639804,10.885558295916862,87.949444323382,79.63941299790356,91.80557902472415,3.0303030303030303
2024-2025,nhsn_rsv_admissions,4,states,1683,33,51,139228.0,10.297497629787111,12.745281121613468,93.4010152284264,60.0,100.0,3.2679738562091507
2024-2025,nhsn_rsv_admissions,11,US,37,37,1,179320.0,6.813517733660495,6.863707338835601,93.6313533374158,88.37245654103094,96.2492097331471,2.7027027027027026
2024-2025,nhsn_rsv_admissions,11,states,1887,37,51,175153.0,5.812632384258334,8.575930757680428,100.0,78.4952120383037,100.0,5.829358770535241
2024-2025,nssp_covid_proportion,4,US,7,7,1,0.0348000000230968,4.5976993575921545,4.5976993575921545,95.65217127224228,94.21915386016167,96.59299500917419,0.0
2024-2025,nssp_covid_proportion,4,states,350,7,50,1.417000002518762,6.210303470829029,6.379675407495116,95.6832255472437,86.21848488513552,100.0,2.571428571428571
2024-2025,nssp_covid_proportion,11,US,43,43,1,0.35600000037811697,5.308988896116296,5.308988896116296,94.69026643489647,93.44005858515321,99.7260265933414,0.0
2024-2025,nssp_covid_proportion,11,states,2100,43,50,17.521400044497568,6.477222423676661,6.599358823348547,95.74467811063974,86.66666804640387,100.0,2.666666666666667
2024-2025,nssp_flu_proportion,4,US,7,7,1,0.009200000087730587,6.521738112625977,6.521738112625977,92.85714642087733,90.0,96.8421070045505,0.0
2024-2025,nssp_flu_proportion,4,states,343,7,49,0.38250000216794433,6.326797941306766,6.849674038872641,99.99999029872365,79.78946889860585,100.0,2.623906705539359
2024-2025,nssp_flu_proportion,11,US,43,43,1,0.8433000134536996,4.221512762962928,4.221512762962928,96.04316119366158,94.12224025265279,100.0,0.0
2024-2025,nssp_flu_proportion,11,states,2092,43,49,40.15600010115304,4.963891146365951,5.011206670309562,97.19206264065882,86.48648413380282,100.0,2.62906309751434
2024-2025,nssp_rsv_proportion,4,US,7,7,1,0.0012999999671592377,15.384615384615385,15.384615384615385,100.0,50.0,100.0,0.0
2024-2025,nssp_rsv_proportion,4,states,350,7,50,0.05139999975654064,11.673151709552604,14.007782068449796,100.0,50.0,100.0,1.4285714285714286
2024-2025,nssp_rsv_proportion,11,US,43,43,1,0.1272000001190463,9.827045535216673,9.827045535216673,91.20878603540193,85.71428618945032,100.0,0.0
2024-2025,nssp_rsv_proportion,11,states,2100,43,50,6.764200018180418,10.826114216937079,10.976908160566285,94.11764153441887,74.99999818101055,100.0,2.047619047619048
2025-2026,nhsn_covid_admissions,4,US,45,45,1,205199.0,10.270517887514071,10.270517887514071,90.44173648134044,86.75651903575165,92.9372535803893,0.0
2025-2026,nhsn_covid_admissions,4,states,2295,45,51,203008.0,10.349345838587642,10.801544766708702,93.33333333333333,68.6842105263158,100.0,3.2679738562091507
2025-2026,nhsn_covid_admissions,11,US,47,47,1,214414.0,4.065965841782719,4.065965841782719,96.29629629629629,94.96826218294109,98.41036320647972,0.0
2025-2026,nhsn_covid_admissions,11,states,2397,47,51,212177.0,4.090924086965128,4.3737068579535014,100.0,87.35955056179775,100.0,2.7117229870671675
2025-2026,nhsn_flu_admissions,4,US,35,35,1,316263.0,11.305147930677949,11.305147930677949,89.07504919951067,84.27988554146097,91.66742019524622,0.0
2025-2026,nhsn_flu_admissions,4,states,1783,35,51,310938.0,11.436041911892403,11.803317703207714,92.85714285714286,66.66666666666666,100.0,2.69209197980931
2025-2026,nhsn_flu_admissions,11,US,39,39,1,308566.0,3.8584938068354906,3.8584938068354906,95.7670944263551,90.19192902247471,98.0088036860293,0.0
2025-2026,nhsn_flu_admissions,11,states,2001,40,51,307483.0,3.8528959324580545,4.067541945408364,100.0,83.03535498706525,100.0,1.5492253873063468
2025-2026,nhsn_rsv_admissions,4,US,45,45,1,129686.0,10.841571179618462,10.841571179618462,89.21832884097036,84.14994092674598,93.08090799975878,0.0
2025-2026,nhsn_rsv_admissions,4,states,2295,45,51,128191.0,10.938365407867947,11.654484324172524,96.29629629629629,66.66666666666666,100.0,2.9193899782135078
2025-2026,nhsn_rsv_admissions,11,US,47,47,1,135244.0,4.352133920913312,4.352133920913312,95.927446954141,91.6964752640937,98.34250331138095,0.0
2025-2026,nhsn_rsv_admissions,11,states,2397,47,51,133555.0,4.3689865598442585,4.505260005241286,100.0,86.02424242424243,100.0,1.3350020859407592
2025-2026,nssp_covid_proportion,4,US,43,43,1,0.2067000005627051,4.2573775823408395,4.2573775823408395,95.45454256821515,92.30769644078065,97.42856526568713,0.0
2025-2026,nssp_covid_proportion,4,states,2159,43,51,10.412700034401496,6.231813137123361,6.688947219448008,96.29629406061116,85.7142872981677,100.0,3.520148216767022
2025-2026,nssp_covid_proportion,11,US,47,47,1,0.24720000044908375,1.294498252636398,1.294498252636398,100.0,96.3756640451218,100.0,0.0
2025-2026,nssp_covid_proportion,11,states,2360,47,51,12.223800037361798,3.0268820282494144,3.7844205418290526,100.0,93.18181914392828,100.0,4.830508474576272
2025-2026,nssp_flu_proportion,4,US,37,37,1,0.6812000037170947,3.4644751749963754,3.4644751749963754,96.5517229074877,93.14285608482409,98.38420182646233,0.0
2025-2026,nssp_flu_proportion,4,states,1801,36,51,32.916000066725246,4.625713978460381,4.768501740387159,97.5985198934774,88.88888817027578,100.0,4.1088284286507495
2025-2026,nssp_flu_proportion,11,US,41,41,1,0.6893000035779551,1.2186273323216594,1.2186273323216594,99.22958245410173,95.23810315750517,100.0,0.0
2025-2026,nssp_flu_proportion,11,states,2053,41,51,33.29550006714999,1.518823840678243,1.778318371774706,100.0,95.59578636565713,100.0,5.552849488553337
2025-2026,nssp_rsv_proportion,4,US,43,43,1,0.10569999992731027,8.230841548715286,8.230841548715286,92.45283400149873,85.96273906136334,100.0,0.0
2025-2026,nssp_rsv_proportion,4,states,2159,43,51,5.723500004693051,8.723682844083493,9.426050282178716,96.00000049670538,75.00000545696834,100.0,1.8990273274664196
2025-2026,nssp_rsv_proportion,11,US,47,47,1,0.11159999996016268,2.7777770435899,2.7777770435899,98.33333617904117,93.64130321809273,100.0,0.0
