date,season,target,lag_days,geography,n,weeks,locations,final_total,net_revision_pct,absolute_revision_pct,median_reported_pct,p10_reported_pct,p90_reported_pct,downward_pct
2025-11-08,2025-2026,nssp_covid_proportion,11,US,1,1,1,0.0031999999191612005,0.0,0.0,100.0,100.0,100.0,0.0
2025-11-08,2025-2026,nssp_covid_proportion,11,states,50,1,50,0.17220000037923455,4.8199764148778135,6.213705241841202,100.0,94.24489497708967,102.42857734912232,14.000000000000002
2025-11-08,2025-2026,nssp_flu_proportion,11,US,1,1,1,0.00419999985024333,0.0,0.0,100.0,100.0,100.0,0.0
2025-11-08,2025-2026,nssp_flu_proportion,11,states,50,1,50,0.16430000023683533,1.6433363589472314,3.5909926073078715,100.0,93.26389168193596,100.0,6.0
2025-11-08,2025-2026,nssp_rsv_proportion,11,US,1,1,1,0.0013000000035390258,0.0,0.0,100.0,100.0,100.0,0.0
2025-11-08,2025-2026,nssp_rsv_proportion,11,states,50,1,50,0.04370000034396071,0.6864986332919579,3.432493799151751,100.0,94.34523866444579,100.0,6.0
2025-11-15,2025-2026,nhsn_covid_admissions,4,US,1,1,1,3415.0,9.428989751098097,9.428989751098097,90.5710102489019,90.5710102489019,90.5710102489019,0.0
2025-11-15,2025-2026,nhsn_covid_admissions,4,states,51,1,51,3396.0,9.540636042402827,10.247349823321555,91.66666666666666,65.06024096385542,100.0,3.9215686274509802
2025-11-15,2025-2026,nhsn_covid_admissions,11,US,1,1,1,3415.0,4.04099560761347,4.04099560761347,95.95900439238653,95.95900439238653,95.95900439238653,0.0
2025-11-15,2025-2026,nhsn_covid_admissions,11,states,51,1,51,3396.0,4.122497055359246,4.946996466431095,97.90575916230367,92.3076923076923,100.0,5.88235294117647
2025-11-15,2025-2026,nhsn_flu_admissions,4,US,1,1,1,2485.0,12.67605633802817,12.67605633802817,87.32394366197182,87.32394366197182,87.32394366197182,0.0
2025-11-15,2025-2026,nhsn_flu_admissions,4,states,51,1,51,2346.0,13.853367433930094,13.938618925831202,90.9090909090909,55.714285714285715,100.0,1.9607843137254901
2025-11-15,2025-2026,nhsn_flu_admissions,11,US,1,1,1,2485.0,5.352112676056338,5.352112676056338,94.64788732394366,94.64788732394366,94.64788732394366,0.0
2025-11-15,2025-2026,nhsn_flu_admissions,11,states,51,1,51,2346.0,5.839727195225916,5.924978687127025,100.0,80.0,100.0,1.9607843137254901
2025-11-15,2025-2026,nhsn_rsv_admissions,4,US,1,1,1,1560.0,8.205128205128204,8.205128205128204,91.7948717948718,91.7948717948718,91.7948717948718,0.0
2025-11-15,2025-2026,nhsn_rsv_admissions,4,states,51,1,51,1462.0,11.285909712722297,11.833105335157319,94.81481481481482,51.66666666666666,100.0,3.9215686274509802
2025-11-15,2025-2026,nhsn_rsv_admissions,11,US,1,1,1,1560.0,7.115384615384615,7.115384615384615,92.88461538461539,92.88461538461539,92.88461538461539,0.0
2025-11-15,2025-2026,nhsn_rsv_admissions,11,states,51,1,51,1462.0,7.4555403556771545,7.592339261285909,100.0,83.33333333333334,100.0,1.9607843137254901
2025-11-15,2025-2026,nssp_covid_proportion,4,US,1,1,1,0.0034000000450760126,5.882356566567068,5.882356566567068,94.11764343343293,94.11764343343293,94.11764343343293,0.0
2025-11-15,2025-2026,nssp_covid_proportion,4,states,50,1,50,0.183800000930205,6.14798710822053,6.692056962237098,96.77419161015078,84.18233332711118,100.0,4.0
2025-11-15,2025-2026,nssp_covid_proportion,11,US,1,1,1,0.0034000000450760126,0.0,0.0,100.0,100.0,100.0,0.0
2025-11-15,2025-2026,nssp_covid_proportion,11,states,50,1,50,0.183800000930205,1.9042441723677777,3.536453227713145,100.0,94.37500290533035,102.04949814182538,14.000000000000002
2025-11-15,2025-2026,nssp_flu_proportion,4,US,1,1,1,0.006099999882280827,3.278683018248579,3.278683018248579,96.72131698175143,96.72131698175143,96.72131698175143,0.0
2025-11-15,2025-2026,nssp_flu_proportion,4,states,50,1,50,0.2366000019828789,3.761623440905632,4.606932109994432,97.70832855545466,91.03570957616525,100.0,8.0
2025-11-15,2025-2026,nssp_flu_proportion,11,US,1,1,1,0.006099999882280827,1.6393415091242896,1.6393415091242896,98.36065849087571,98.36065849087571,98.36065849087571,0.0
2025-11-15,2025-2026,nssp_flu_proportion,11,states,50,1,50,0.2366000019828789,1.479290220108831,3.0853762583873454,100.0,95.77380813296334,102.85713791543138,14.000000000000002
2025-11-15,2025-2026,nssp_rsv_proportion,4,US,1,1,1,0.001500000013038516,0.0,0.0,100.0,100.0,100.0,0.0
2025-11-15,2025-2026,nssp_rsv_proportion,4,states,50,1,50,0.05469999999331776,2.376599268685599,9.323584210241611,100.0,78.49999756255444,100.0,6.0
2025-11-15,2025-2026,nssp_rsv_proportion,11,US,1,1,1,0.001500000013038516,0.0,0.0,100.0,100.0,100.0,0.0
2025-11-15,2025-2026,nssp_rsv_proportion,11,states,50,1,50,0.05469999999331776,-0.36563131566006885,6.581353625895942,100.0,91.1666615249902,100.0,6.0
2025-11-22,2025-2026,nhsn_covid_admissions,4,US,1,1,1,3483.0,9.761699684180304,9.761699684180304,90.2383003158197,90.2383003158197,90.2383003158197,0.0
2025-11-22,2025-2026,nhsn_covid_admissions,4,states,51,1,51,3467.0,9.777905970579752,10.873954427458898,91.05691056910568,68.0,100.0,1.9607843137254901
