date,target,age,geography,cells,weeks,locations,final_total,net_pct,absolute_pct
2026-04-04,nhsn_rsv_admissions,11,states,51,1,51,3170.0,8.32807570977918,8.454258675078865
2026-04-04,nssp_covid_proportion,4,US,1,1,1,0.00279999990016222,7.142853579122674,7.142853579122674
2026-04-04,nssp_covid_proportion,4,states,50,1,50,0.14500000118277967,4.482759961196156,5.034483157395073
2026-04-04,nssp_covid_proportion,11,US,1,1,1,0.00279999990016222,3.5714226318711235,3.5714226318711235
2026-04-04,nssp_covid_proportion,11,states,50,1,50,0.14500000118277967,1.3103453207109859,1.9999999582510573
2026-04-04,nssp_flu_proportion,4,US,1,1,1,0.010900000110268593,2.7522974189719465,2.7522974189719465
2026-04-04,nssp_flu_proportion,4,states,50,1,50,0.5929000056348741,4.031034869165324,4.064767312807209
2026-04-04,nssp_flu_proportion,11,US,1,1,1,0.010900000110268593,0.9174296249094096,0.9174296249094096
2026-04-04,nssp_flu_proportion,11,states,50,1,50,0.5929000056348741,0.7927139963763101,0.8939113273019691
2026-04-04,nssp_rsv_proportion,4,US,1,1,1,0.0035000001080334187,8.571433703205866,8.571433703205866
2026-04-04,nssp_rsv_proportion,4,states,50,1,50,0.23099999933037907,9.653678955877124,9.653678955877124
2026-04-04,nssp_rsv_proportion,11,US,1,1,1,0.0035000001080334187,2.8571445677352885,2.8571445677352885
2026-04-04,nssp_rsv_proportion,11,states,50,1,50,0.23099999933037907,3.1601723367072703,3.246752679631885
2026-04-11,nhsn_covid_admissions,4,US,1,1,1,1743.0,12.794033275960986,12.794033275960986
2026-04-11,nhsn_covid_admissions,4,states,51,1,51,1734.0,12.745098039215685,12.745098039215685
2026-04-11,nhsn_covid_admissions,11,US,1,1,1,1743.0,4.876649454962708,4.876649454962708
2026-04-11,nhsn_covid_admissions,11,states,51,1,51,1734.0,4.844290657439446,4.959630911188005
2026-04-11,nhsn_flu_admissions,4,US,1,1,1,2239.0,16.033943724877176,16.033943724877176
2026-04-11,nhsn_flu_admissions,4,states,51,1,51,2174.0,16.375344986200552,16.467341306347745
2026-04-11,nhsn_flu_admissions,11,US,1,1,1,2239.0,12.952210808396606,12.952210808396606
2026-04-11,nhsn_flu_admissions,11,states,51,1,51,2174.0,13.339466421343147,13.431462741490341
2026-04-11,nhsn_rsv_admissions,4,US,1,1,1,2884.0,11.338418862690707,11.338418862690707
2026-04-11,nhsn_rsv_admissions,4,states,51,1,51,2863.0,11.351728955640937,11.491442542787286
2026-04-11,nhsn_rsv_admissions,11,US,1,1,1,2884.0,10.332871012482663,10.332871012482663
2026-04-11,nhsn_rsv_admissions,11,states,51,1,51,2863.0,10.373733845616487,10.513447432762836
2026-04-11,nssp_covid_proportion,4,US,1,1,1,0.002300000051036477,4.347828727757714,4.347828727757714
2026-04-11,nssp_covid_proportion,4,states,50,1,50,0.12599999975645915,5.079363852149893,5.2380941111192465
2026-04-11,nssp_covid_proportion,11,US,1,1,1,0.002300000051036477,0.0,0.0
2026-04-11,nssp_covid_proportion,11,states,50,1,50,0.12599999975645915,1.190475648766571,1.66666605610218
2026-04-11,nssp_flu_proportion,4,US,1,1,1,0.00800000037997961,3.750005093170088,3.750005093170088
2026-04-11,nssp_flu_proportion,4,states,50,1,50,0.43559999763965607,3.5812664450272864,3.5812664450272864
2026-04-11,nssp_flu_proportion,11,US,1,1,1,0.00800000037997961,1.2500094587444492,1.2500094587444492
2026-04-11,nssp_flu_proportion,11,states,50,1,50,0.43559999763965607,0.9182735337861083,0.9182735337861083
2026-04-11,nssp_rsv_proportion,4,US,1,1,1,0.002899999963119626,6.8965481250910745,6.8965481250910745
2026-04-11,nssp_rsv_proportion,4,states,50,1,50,0.19120000035036355,8.472803855964298,8.472803855964298
2026-04-11,nssp_rsv_proportion,11,US,1,1,1,0.002899999963119626,3.4482780768670307,3.4482780768670307
2026-04-11,nssp_rsv_proportion,11,states,50,1,50,0.19120000035036355,3.5564858224888325,3.5564858224888325
2026-04-18,nhsn_covid_admissions,4,US,1,1,1,1711.0,10.8708357685564,10.8708357685564
2026-04-18,nhsn_covid_admissions,4,states,51,1,51,1691.0,10.82199881726789,10.82199881726789
2026-04-18,nhsn_covid_admissions,11,US,1,1,1,1711.0,4.266510812390415,4.266510812390415
2026-04-18,nhsn_covid_admissions,11,states,51,1,51,1691.0,4.139562389118865,4.257835600236547
2026-04-18,nhsn_flu_admissions,4,US,1,1,1,1946.0,15.159301130524153,15.159301130524153
2026-04-18,nhsn_flu_admissions,4,states,51,1,51,1860.0,15.75268817204301,15.86021505376344
2026-04-18,nhsn_flu_admissions,11,US,1,1,1,1946.0,12.23021582733813,12.23021582733813
2026-04-18,nhsn_flu_admissions,11,states,51,1,51,1860.0,12.688172043010752,13.010752688172044
2026-04-18,nhsn_rsv_admissions,4,US,1,1,1,2479.0,11.53691004437273,11.53691004437273
2026-04-18,nhsn_rsv_admissions,4,states,51,1,51,2461.0,11.621292157659488,12.027631044290938
2026-04-18,nhsn_rsv_admissions,11,US,1,1,1,2479.0,8.1887858007261,8.1887858007261
2026-04-18,nhsn_rsv_admissions,11,states,51,1,51,2461.0,8.248679398618448,8.573750507923608
2026-04-18,nssp_covid_proportion,4,US,1,1,1,0.0019000000320374966,5.263161119537946,5.263161119537946
2026-04-18,nssp_covid_proportion,4,states,50,1,50,0.10080000048037618,3.9682544265531354,4.166666786970198
2026-04-18,nssp_covid_proportion,11,US,1,1,1,0.0019000000320374966,0.0,0.0
2026-04-18,nssp_covid_proportion,11,states,50,1,50,0.10080000048037618,1.4880953594299426,1.6865081818125658
2026-04-18,nssp_flu_proportion,4,US,1,1,1,0.00570000009611249,3.5087740796919644,3.5087740796919644
2026-04-18,nssp_flu_proportion,4,states,50,1,50,0.31040000240318477,3.704897448307358,3.8337638078612564
2026-04-18,nssp_flu_proportion,11,US,1,1,1,0.00570000009611249,0.0,0.0
2026-04-18,nssp_flu_proportion,11,states,50,1,50,0.31040000240318477,0.9342784814202562,1.385309389681211
2026-04-18,nssp_rsv_proportion,4,US,1,1,1,0.002300000051036477,13.043476060201904,13.043476060201904
2026-04-18,nssp_rsv_proportion,4,states,50,1,50,0.15239999967161566,10.826771389042316,10.958005067746884
2026-04-18,nssp_rsv_proportion,11,US,1,1,1,0.002300000051036477,4.347828727757714,4.347828727757714
2026-04-18,nssp_rsv_proportion,11,states,50,1,50,0.15239999967161566,3.5433063458911014,3.6745400245956703
2026-04-25,nhsn_covid_admissions,4,US,1,1,1,1763.0,9.018718094157686,9.018718094157686
2026-04-25,nhsn_covid_admissions,4,states,51,1,51,1755.0,9.05982905982906,9.743589743589743
2026-04-25,nhsn_covid_admissions,11,US,1,1,1,1763.0,5.728871242200794,5.728871242200794
2026-04-25,nhsn_covid_admissions,11,states,51,1,51,1755.0,5.754985754985755,6.096866096866097
2026-04-25,nhsn_flu_admissions,4,US,1,1,1,1883.0,16.675517790759425,16.675517790759425
2026-04-25,nhsn_flu_admissions,4,states,51,1,51,1809.0,17.24709784411277,17.689331122166944
2026-04-25,nhsn_flu_admissions,11,US,1,1,1,1883.0,6.2665958576739245,6.2665958576739245
2026-04-25,nhsn_flu_admissions,11,states,51,1,51,1809.0,6.52294085129906,6.52294085129906
2026-04-25,nhsn_rsv_admissions,4,US,1,1,1,2602.0,13.220599538816295,13.220599538816295
2026-04-25,nhsn_rsv_admissions,4,states,51,1,51,2576.0,13.354037267080745,14.130434782608695
2026-04-25,nhsn_rsv_admissions,11,US,1,1,1,2602.0,7.724827056110684,7.724827056110684
2026-04-25,nhsn_rsv_admissions,11,states,51,1,51,2576.0,7.802795031055901,8.035714285714286
2026-04-25,nssp_covid_proportion,4,US,1,1,1,0.0015999999595806003,6.249996816768463,6.249996816768463
2026-04-25,nssp_covid_proportion,4,states,50,1,50,0.0824000003922265,6.067961424377553,6.310679457510466
2026-04-25,nssp_covid_proportion,11,US,1,1,1,0.0015999999595806003,0.0,0.0
2026-04-25,nssp_covid_proportion,11,states,50,1,50,0.0824000003922265,1.2135922848755105,1.6990293401064445
2026-04-25,nssp_flu_proportion,4,US,1,1,1,0.00430000014603138,4.65116556099188,4.65116556099188
2026-04-25,nssp_flu_proportion,4,states,50,1,50,0.23519999999552965,3.2312923240722053,3.656462461798302
2026-04-25,nssp_flu_proportion,11,US,1,1,1,0.00430000014603138,2.3255881951618878,2.3255881951618878
2026-04-25,nssp_flu_proportion,11,states,50,1,50,0.23519999999552965,0.46768707230461004,0.892857408015948
2026-04-25,nssp_rsv_proportion,4,US,1,1,1,0.0017000000225380063,5.882356566567068,5.882356566567068
2026-04-25,nssp_rsv_proportion,4,states,50,1,50,0.12029999971855432,8.894429533514737,8.894429533514737
2026-04-25,nssp_rsv_proportion,11,US,1,1,1,0.0017000000225380063,0.0,0.0
2026-04-25,nssp_rsv_proportion,11,states,50,1,50,0.12029999971855432,2.327514372649698,2.4937659038583493
2026-05-02,nhsn_covid_admissions,4,US,1,1,1,1605.0,5.919003115264798,5.919003115264798
