candidate,seed,target,season,geography,location,wis,scaled_wis,covered_50,covered_80,covered_90,covered_95
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,38,0.0007741865904131919,0.08392266839287961,0.24271844660194175,0.45145631067961167,0.5728155339805825,0.6213592233009708
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,39,0.00034000808591944754,0.03930729222865662,0.42718446601941745,0.6747572815533981,0.7475728155339806,0.7912621359223301
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,40,0.0004314514677998798,0.02881144993787784,0.44660194174757284,0.7378640776699029,0.8592233009708737,0.8980582524271845
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,41,0.00038313862113487616,0.034830783928268425,0.3446601941747573,0.5825242718446602,0.6601941747572816,0.7087378640776699
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,42,0.0003230669909757089,0.030622464257026073,0.4368932038834951,0.7572815533980582,0.8786407766990292,0.912621359223301
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,44,0.0007796781657033192,0.08406233100891862,0.21844660194174756,0.3640776699029126,0.4368932038834951,0.5145631067961165
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,45,0.0004529968216272231,0.04204146892262677,0.3300970873786408,0.6213592233009708,0.7378640776699029,0.8155339805825242
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,46,0.000828698737708532,0.06149897901290703,0.2912621359223301,0.5,0.5728155339805825,0.6407766990291263
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,47,0.0004189487217284723,0.031206608667147893,0.4563106796116505,0.7572815533980582,0.8689320388349514,0.9368932038834952
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,48,0.0004934230201450636,0.0366176640310744,0.5485436893203883,0.7184466019417476,0.8737864077669902,0.9368932038834952
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,49,0.00032415591156364804,0.0242359575168379,0.3786407766990291,0.5922330097087378,0.7038834951456311,0.7718446601941747
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,50,0.0006637284394419811,0.04690660290631259,0.2669902912621359,0.5,0.5776699029126213,0.616504854368932
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,51,0.0003629155837010455,0.03656580052274034,0.4368932038834951,0.7184466019417476,0.8058252427184466,0.883495145631068
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,53,0.0005000543089826823,0.04474758873513269,0.4368932038834951,0.7038834951456311,0.8203883495145631,0.9077669902912622
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,54,0.0010502452348717238,0.04936523125248527,0.2669902912621359,0.49514563106796117,0.5825242718446602,0.7184466019417476
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,55,0.0003220225996221751,0.02934146822671218,0.5485436893203883,0.8203883495145631,0.8786407766990292,0.8980582524271845
joint,43,wk inc rsv prop ed visits,2025-2026,states_dc,56,0.0009126122585972924,0.1058101195894899,0.16990291262135923,0.32524271844660196,0.3883495145631068,0.441747572815534
joint,44,wk inc covid hosp,2025-2026,US,US,885.53249127576,0.03251069113109781,0.3106796116504854,0.529126213592233,0.6310679611650486,0.6893203883495146
joint,44,wk inc covid hosp,2025-2026,states_dc,01,19.4312690977505,0.039753006511899946,0.5388349514563107,0.7815533980582524,0.8398058252427184,0.8980582524271845
joint,44,wk inc covid hosp,2025-2026,states_dc,02,2.7850251680774676,0.07086578861260315,0.21359223300970873,0.3592233009708738,0.46601941747572817,0.5728155339805825
joint,44,wk inc covid hosp,2025-2026,states_dc,04,20.343206530030944,0.027236855706887657,0.3300970873786408,0.6213592233009708,0.7427184466019418,0.8252427184466019
joint,44,wk inc covid hosp,2025-2026,states_dc,05,7.515375583276046,0.023303494591034042,0.3592233009708738,0.5922330097087378,0.6990291262135923,0.7524271844660194
joint,44,wk inc covid hosp,2025-2026,states_dc,06,90.22666815658319,0.02953507475980041,0.49029126213592233,0.7572815533980582,0.8349514563106796,0.8786407766990292
joint,44,wk inc covid hosp,2025-2026,states_dc,08,16.315534638844497,0.03418297728078183,0.2912621359223301,0.47572815533980584,0.5825242718446602,0.6747572815533981
joint,44,wk inc covid hosp,2025-2026,states_dc,09,14.032271683657406,0.03794557723870873,0.25728155339805825,0.5339805825242718,0.7087378640776699,0.8155339805825242
joint,44,wk inc covid hosp,2025-2026,states_dc,10,4.945223983057744,0.062360961772050104,0.2815533980582524,0.5,0.6262135922330098,0.7087378640776699
joint,44,wk inc covid hosp,2025-2026,states_dc,11,3.612545729197999,0.05190439948846219,0.2621359223300971,0.46601941747572817,0.558252427184466,0.6019417475728155
joint,44,wk inc covid hosp,2025-2026,states_dc,12,92.83937172924733,0.04480665186697457,0.5048543689320388,0.7135922330097088,0.7864077669902912,0.8398058252427184
joint,44,wk inc covid hosp,2025-2026,states_dc,13,23.98620783490438,0.0229072783788203,0.41262135922330095,0.7038834951456311,0.8252427184466019,0.883495145631068
joint,44,wk inc covid hosp,2025-2026,states_dc,15,4.200660442624723,0.038573562647860354,0.3106796116504854,0.5145631067961165,0.5631067961165048,0.6456310679611651
joint,44,wk inc covid hosp,2025-2026,states_dc,16,5.979097165345247,0.03639134272413576,0.22330097087378642,0.3737864077669903,0.470873786407767,0.5436893203883495
joint,44,wk inc covid hosp,2025-2026,states_dc,17,61.18060362168509,0.043261636072740535,0.28640776699029125,0.5485436893203883,0.6407766990291263,0.7378640776699029
joint,44,wk inc covid hosp,2025-2026,states_dc,18,24.973412471223654,0.02929089253355329,0.30097087378640774,0.5631067961165048,0.7038834951456311,0.7912621359223301
joint,44,wk inc covid hosp,2025-2026,states_dc,19,11.131549703001648,0.03283644162641988,0.2912621359223301,0.5436893203883495,0.6990291262135923,0.7572815533980582
joint,44,wk inc covid hosp,2025-2026,states_dc,20,11.50674918768293,0.036459939017212874,0.22330097087378642,0.5048543689320388,0.6407766990291263,0.6893203883495146
joint,44,wk inc covid hosp,2025-2026,states_dc,21,15.685322299794136,0.033458461588113234,0.34951456310679613,0.6796116504854369,0.7669902912621359,0.8495145631067961
joint,44,wk inc covid hosp,2025-2026,states_dc,22,15.816521642576445,0.04340430078450009,0.44660194174757284,0.6213592233009708,0.7475728155339806,0.7912621359223301
joint,44,wk inc covid hosp,2025-2026,states_dc,23,4.545788771885081,0.03966657185901738,0.16019417475728157,0.3155339805825243,0.3786407766990291,0.470873786407767
joint,44,wk inc covid hosp,2025-2026,states_dc,24,13.6709225458932,0.03107028713330196,0.3640776699029126,0.5922330097087378,0.6990291262135923,0.7524271844660194
joint,44,wk inc covid hosp,2025-2026,states_dc,25,24.763603264227253,0.03016272787119809,0.3106796116504854,0.5970873786407767,0.7378640776699029,0.7864077669902912
joint,44,wk inc covid hosp,2025-2026,states_dc,26,38.076335222791045,0.03640881844892752,0.32524271844660196,0.5242718446601942,0.6067961165048543,0.6893203883495146
joint,44,wk inc covid hosp,2025-2026,states_dc,27,19.737422856590374,0.038853194599587346,0.3300970873786408,0.5776699029126213,0.6941747572815534,0.7572815533980582
joint,44,wk inc covid hosp,2025-2026,states_dc,28,7.054390718395722,0.04024182093342207,0.46601941747572817,0.7766990291262136,0.8203883495145631,0.883495145631068
joint,44,wk inc covid hosp,2025-2026,states_dc,29,20.51098664474039,0.02810109520343605,0.3640776699029126,0.7087378640776699,0.7718446601941747,0.8446601941747572
joint,44,wk inc covid hosp,2025-2026,states_dc,30,5.575833779659346,0.04373203749495097,0.2524271844660194,0.4563106796116505,0.5048543689320388,0.5922330097087378
joint,44,wk inc covid hosp,2025-2026,states_dc,31,9.476717073295301,0.044743731816003746,0.18446601941747573,0.3737864077669903,0.49029126213592233,0.5922330097087378
joint,44,wk inc covid hosp,2025-2026,states_dc,32,5.329884841609613,0.025661464105011026,0.3737864077669903,0.5922330097087378,0.7330097087378641,0.7912621359223301
joint,44,wk inc covid hosp,2025-2026,states_dc,33,5.93530350633604,0.04950213888384113,0.2669902912621359,0.46116504854368934,0.5922330097087378,0.6796116504854369
joint,44,wk inc covid hosp,2025-2026,states_dc,34,32.72927774619533,0.0355019980990751,0.3592233009708738,0.6262135922330098,0.7475728155339806,0.8300970873786407
joint,44,wk inc covid hosp,2025-2026,states_dc,35,8.286997922263401,0.054483909124726296,0.33980582524271846,0.5533980582524272,0.6553398058252428,0.7135922330097088
joint,44,wk inc covid hosp,2025-2026,states_dc,36,68.20854726245506,0.028650645033028367,0.3883495145631068,0.6456310679611651,0.7572815533980582,0.8446601941747572
joint,44,wk inc covid hosp,2025-2026,states_dc,37,43.67075941439267,0.06132672505494617,0.3446601941747573,0.6262135922330098,0.7281553398058253,0.7961165048543689
joint,44,wk inc covid hosp,2025-2026,states_dc,38,6.136358124978683,0.07077694395500485,0.16019417475728157,0.39805825242718446,0.5048543689320388,0.5679611650485437
joint,44,wk inc covid hosp,2025-2026,states_dc,39,50.299406238651926,0.03820692054886643,0.36893203883495146,0.5728155339805825,0.6699029126213593,0.7281553398058253
joint,44,wk inc covid hosp,2025-2026,states_dc,40,18.693846244315978,0.04789611241526704,0.18446601941747573,0.46116504854368934,0.5631067961165048,0.6699029126213593
joint,44,wk inc covid hosp,2025-2026,states_dc,41,9.035825405292695,0.03334252917082175,0.3155339805825243,0.5388349514563107,0.6456310679611651,0.7087378640776699
joint,44,wk inc covid hosp,2025-2026,states_dc,42,67.72714987935372,0.04611053845677986,0.3883495145631068,0.6650485436893204,0.7718446601941747,0.8155339805825242
joint,44,wk inc covid hosp,2025-2026,states_dc,44,5.565510206712206,0.061839002296802295,0.35436893203883496,0.6116504854368932,0.7038834951456311,0.7669902912621359
joint,44,wk inc covid hosp,2025-2026,states_dc,45,19.791825863238174,0.04724714498770289,0.32038834951456313,0.5194174757281553,0.6650485436893204,0.7330097087378641
joint,44,wk inc covid hosp,2025-2026,states_dc,46,4.6917070928238775,0.042420519195773894,0.22330097087378642,0.4029126213592233,0.5048543689320388,0.5679611650485437
joint,44,wk inc covid hosp,2025-2026,states_dc,47,16.562214491654167,0.03494138753298257,0.48058252427184467,0.7135922330097088,0.8300970873786407,0.883495145631068
joint,44,wk inc covid hosp,2025-2026,states_dc,48,63.38744176401676,0.02784914803544739,0.45145631067961167,0.7184466019417476,0.8543689320388349,0.8689320388349514
joint,44,wk inc covid hosp,2025-2026,states_dc,49,5.938226076559384,0.02811660927304027,0.34951456310679613,0.529126213592233,0.6213592233009708,0.6844660194174758
joint,44,wk inc covid hosp,2025-2026,states_dc,50,2.7131806130627454,0.052991827800236174,0.22330097087378642,0.3737864077669903,0.46601941747572817,0.5145631067961165
joint,44,wk inc covid hosp,2025-2026,states_dc,51,18.294588910162624,0.02744051586150853,0.3932038834951456,0.6796116504854369,0.7718446601941747,0.8300970873786407
