candidate,seed,target,season,geography,horizon,wis,scaled_wis,covered_50,covered_80,covered_90,covered_95
direct,43,wk inc flu prop ed visits,2025-2026,states_dc,1,0.005083751722210965,0.08526240291370074,0.2761437908496732,0.49142156862745096,0.5800653594771242,0.6580882352941176
direct,43,wk inc flu prop ed visits,2025-2026,states_dc,2,0.00637527583032334,0.10676645855055386,0.26992073425114727,0.4530663329161452,0.5473508552357113,0.6115978306216103
direct,43,wk inc flu prop ed visits,2025-2026,states_dc,3,0.007111052246702654,0.11944352279312069,0.24722932651321397,0.4398976982097187,0.5370843989769821,0.6052855924978687
direct,43,wk inc rsv hosp,2025-2026,US,0,343.43362261132984,0.036280754554334445,0.4339622641509434,0.6792452830188679,0.8113207547169812,0.9056603773584906
direct,43,wk inc rsv hosp,2025-2026,US,1,501.4099802700413,0.05296957323790844,0.3269230769230769,0.5384615384615384,0.75,0.8269230769230769
direct,43,wk inc rsv hosp,2025-2026,US,2,659.3158226725715,0.06965094260221547,0.3333333333333333,0.5294117647058824,0.7254901960784313,0.7647058823529411
direct,43,wk inc rsv hosp,2025-2026,US,3,797.4404231685804,0.08424259699646951,0.34,0.52,0.68,0.74
direct,43,wk inc rsv hosp,2025-2026,states_dc,0,9.21103889360827,0.05067209712002253,0.28486866444691084,0.49944506104328523,0.5956344802071772,0.6492785793562708
direct,43,wk inc rsv hosp,2025-2026,states_dc,1,11.540372166764742,0.05997969977848944,0.2647058823529412,0.4796380090497738,0.5912518853695324,0.6583710407239819
direct,43,wk inc rsv hosp,2025-2026,states_dc,2,14.012656007113264,0.07107913543532995,0.2491349480968858,0.47520184544405997,0.5813148788927336,0.6420607458669743
direct,43,wk inc rsv hosp,2025-2026,states_dc,3,16.49106608047664,0.0831866520810629,0.2407843137254902,0.4403921568627451,0.547843137254902,0.6192156862745098
direct,43,wk inc rsv prop ed visits,2025-2026,US,0,0.0002828022237520676,0.029458563574967022,0.6415094339622641,0.8490566037735849,0.9245283018867925,0.9245283018867925
direct,43,wk inc rsv prop ed visits,2025-2026,US,1,0.0002966469835700991,0.03090072598751293,0.6538461538461539,0.8653846153846154,0.9038461538461539,0.9230769230769231
direct,43,wk inc rsv prop ed visits,2025-2026,US,2,0.0003178300095337514,0.033107291087253826,0.6078431372549019,0.8431372549019608,0.9215686274509803,0.9411764705882353
