target,season,geography,location,horizon,n,model_wis,model_dispersion,model_underprediction,model_overprediction,model_ae_median,model_covered_50,model_covered_80,model_covered_90,model_covered_95,ensemble_wis,ensemble_dispersion,ensemble_underprediction,ensemble_overprediction,ensemble_ae_median,ensemble_covered_50,ensemble_covered_80,ensemble_covered_90,ensemble_covered_95,config_id,seed
wk inc rsv hosp,2025-2026,states_dc,39,2,29,1145.1091304347826,352.10913043478257,663.3913043478261,129.6086956521739,1899.0,10.0,17.0,23.0,25.0,1327.9886956521739,299.4669565217391,830.695652173913,197.82608695652172,2036.0,10.0,17.0,22.0,22.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,39,3,29,1299.111304347826,372.02434782608697,793.0869565217391,134.0,2249.0,3.0,16.0,21.0,22.0,1611.3234782608695,321.19304347826085,1074.0652173913043,216.06521739130434,2444.0,7.0,13.0,17.0,19.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,40,0,29,243.62608695652173,50.97391304347826,175.65217391304347,17.0,377.0,6.0,12.0,16.0,21.0,196.33999782608697,60.24869347826087,109.19782608695651,26.893478260869568,325.75,10.0,19.0,25.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,40,1,29,310.43347826086955,54.30304347826087,240.08695652173913,16.043478260869566,467.0,4.0,12.0,18.0,21.0,262.74298695652175,65.7864652173913,143.08695652173913,53.869565217391305,419.5,11.0,19.0,21.0,26.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,40,2,29,345.9313043478261,57.45304347826087,274.0,14.478260869565219,513.0,7.0,12.0,15.0,21.0,335.6428260869565,61.403695652173916,212.21739130434784,62.02173913043479,516.5,7.0,16.0,22.0,24.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,40,3,29,389.5334782608696,59.272608695652174,309.7826086956522,20.47826086956522,566.0,7.0,12.0,15.0,20.0,370.83652173913043,67.31478260869565,234.15217391304347,69.36956521739131,557.0,6.0,17.0,20.0,22.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,41,0,29,302.3239130434783,49.67173913043478,227.26086956521738,25.39130434782609,429.0,7.0,15.0,15.0,19.0,219.07228733695536,55.896057281276896,145.07548923550922,18.10074082016924,324.51265154658336,14.0,20.0,23.0,26.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,41,1,29,363.0613043478261,53.40913043478261,286.39130434782606,23.26086956521739,492.0,9.0,14.0,19.0,19.0,283.3416759261857,66.77562526432625,192.52329540843553,24.042755253423913,403.30916878566666,13.0,20.0,21.0,23.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,41,2,29,343.6478260869565,59.12608695652174,276.9130434782609,7.608695652173913,478.0,10.0,16.0,20.0,21.0,316.5228682535843,69.60677472989398,226.0760075263763,20.840085997314045,443.701715857,13.0,18.0,22.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,41,3,29,372.63,62.934347826086956,303.2173913043478,6.478260869565217,513.0,10.0,15.0,17.0,21.0,345.29490123449636,72.63375149555714,250.15028017372182,22.51086956521739,487.0114990025,12.0,21.0,23.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,42,0,29,1184.98,528.675652173913,579.3478260869565,76.95652173913044,1851.0,13.0,23.0,27.0,27.0,1128.412693478261,474.5116065217391,456.72934782608695,197.1717391304348,1854.75,11.0,21.0,26.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,42,1,29,1459.3769565217392,572.8117391304348,853.8260869565217,32.73913043478261,2397.0,10.0,21.0,27.0,27.0,1559.4419141304347,573.3919141304348,712.2130434782608,273.8369565217391,2674.0,7.0,20.0,29.0,29.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,42,2,29,1801.625652173913,626.7995652173913,1109.2608695652173,65.56521739130434,2975.0,10.0,18.0,24.0,27.0,2060.0528260869564,590.2702173913044,1368.891304347826,100.89130434782608,3374.0,9.0,16.0,20.0,23.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,42,3,29,2016.1626086956521,662.9017391304347,1323.7391304347827,29.52173913043478,3437.0,8.0,19.0,22.0,27.0,2597.7058695652177,646.2928260869566,1774.9347826086957,176.4782608695652,4046.5,9.0,17.0,19.0,20.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,44,0,29,136.02739130434782,38.72304347826087,92.52173913043478,4.782608695652174,208.0,13.0,19.0,23.0,24.0,108.75385326086956,38.101679347826085,63.04347826086956,7.608695652173913,178.0,13.0,21.0,26.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,44,1,29,165.90869565217392,38.60434782608696,120.3913043478261,6.913043478260869,270.0,5.0,18.0,22.0,27.0,120.16903913043478,41.69295217391304,70.71521739130435,7.760869565217392,191.5,14.0,24.0,25.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,44,2,29,185.2826086956522,39.45652173913044,143.52173913043478,2.3043478260869565,294.0,8.0,18.0,22.0,25.0,156.62260869565216,42.079130434782606,109.10869565217392,5.434782608695652,249.5,11.0,20.0,24.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,44,3,29,208.7195652173913,39.54565217391304,167.91304347826087,1.2608695652173914,329.0,10.0,16.0,20.0,24.0,178.30695652173912,43.30695652173913,131.08695652173913,3.9130434782608696,276.0,12.0,19.0,24.0,27.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,45,0,29,330.2578260869565,100.56217391304348,188.95652173913044,40.73913043478261,499.0,10.0,19.0,21.0,22.0,257.29003260869564,99.51177173913044,99.09347826086956,58.684782608695656,358.75,12.0,19.0,22.0,27.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,45,1,29,349.02260869565214,105.71826086956523,213.04347826086956,30.260869565217394,534.0,13.0,18.0,21.0,22.0,316.1063065217391,126.28239347826087,104.3913043478261,85.43260869565218,480.75,10.0,21.0,26.0,27.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,45,2,29,409.6313043478261,113.24,269.4347826086956,26.956521739130434,637.0,9.0,19.0,21.0,22.0,377.3226086956522,152.51826086956524,111.47826086956522,113.32608695652175,616.5,9.0,20.0,23.0,27.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,45,3,29,400.5926086956522,118.76652173913044,258.0869565217391,23.739130434782606,636.0,9.0,18.0,22.0,24.0,405.65043478260867,165.7808695652174,97.76086956521739,142.1086956521739,646.0,12.0,23.0,24.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,46,0,29,69.00521739130434,25.35304347826087,37.21739130434783,6.434782608695652,104.0,15.0,23.0,24.0,25.0,78.79274891304348,23.70361847826087,41.469565217391306,13.619565217391305,122.75,11.0,18.0,22.0,26.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,46,1,29,81.34782608695653,29.043478260869566,44.78260869565217,7.521739130434782,127.0,16.0,20.0,22.0,24.0,101.33938369565217,25.652427173913043,58.05652173913043,17.630434782608695,157.0,9.0,18.0,21.0,23.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,46,2,29,95.23434782608696,32.71260869565217,55.17391304347826,7.347826086956522,138.0,15.0,19.0,22.0,23.0,122.5695652173913,25.482608695652175,81.19565217391305,15.891304347826086,185.0,9.0,18.0,21.0,24.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,46,3,29,114.83521739130435,35.09608695652174,72.30434782608695,7.434782608695652,162.0,14.0,17.0,20.0,23.0,140.20065217391306,26.93978260869565,97.97826086956522,15.282608695652174,207.0,7.0,17.0,20.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,47,0,29,330.64478260869566,141.16652173913045,158.95652173913044,30.52173913043478,510.0,15.0,24.0,25.0,26.0,281.56323386612775,124.14300686411406,103.118002927344,54.30222407466972,447.1410764588333,15.0,26.0,26.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,47,1,29,353.68608695652176,153.64260869565217,185.82608695652175,14.217391304347826,565.0,12.0,22.0,25.0,25.0,346.1970828167608,129.1233382768199,162.7306856802278,54.34305885971313,552.0602926235833,12.0,22.0,26.0,27.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,47,2,29,417.0460869565217,167.95913043478262,247.52173913043478,1.565217391304348,623.0,20.0,20.0,22.0,23.0,521.3156457497067,132.79278562844817,283.1316235555121,105.39123656574654,880.4051332475001,7.0,18.0,26.0,27.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,47,3,29,478.3339130434783,177.81217391304347,295.5217391304348,5.0,770.0,13.0,21.0,22.0,22.0,606.1228080843608,133.28196441432067,351.98176570749746,120.85907796254263,955.3151237695834,8.0,15.0,20.0,24.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,48,0,29,1498.2286956521739,437.8373913043478,1055.7826086956522,4.608695652173913,2427.0,10.0,19.0,23.0,26.0,1382.017683695652,410.0274663043478,963.3054347826087,8.684782608695652,2152.0,14.0,21.0,24.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,48,1,29,2026.6665217391305,452.92739130434785,1554.391304347826,19.347826086956523,3216.0,7.0,12.0,16.0,23.0,1599.0183554347825,508.18357282608696,1016.55,74.28478260869566,2743.5,9.0,20.0,26.0,27.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,48,2,29,2408.4721739130437,483.6026086956522,1894.4782608695652,30.391304347826086,3670.0,6.0,13.0,16.0,21.0,2105.8817391304347,650.86,1296.7608695652175,158.26086956521738,3563.5,13.0,20.0,22.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,48,3,29,2586.99347826087,504.42826086956524,2076.3478260869565,6.217391304347825,3855.0,7.0,12.0,14.0,18.0,2273.284782608696,713.35,1413.0,146.93478260869566,3845.5,9.0,22.0,23.0,23.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,49,0,29,140.1478260869565,40.10434782608696,70.17391304347827,29.869565217391305,201.0,12.0,15.0,18.0,19.0,122.832169628362,46.261357579789916,24.50334541838016,52.06746663019192,188.04565320312503,18.0,25.0,25.0,26.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,49,1,29,171.45434782608694,44.541304347826085,95.52173913043478,31.391304347826086,225.0,14.0,16.0,20.0,20.0,165.27863959452557,56.888373411089624,39.605125986742344,68.7851401966936,235.87479249724166,16.0,23.0,23.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,49,2,29,171.62347826086958,50.36260869565218,91.04347826086956,30.217391304347824,223.0,10.0,16.0,17.0,19.0,184.04155533761664,62.07785546429942,58.72679987040921,63.23690000290801,272.12874033758334,18.0,21.0,23.0,24.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,49,3,29,184.20739130434782,53.598695652173916,107.91304347826087,22.695652173913043,254.0,14.0,20.0,20.0,21.0,216.41247071831023,70.33952544781977,63.90744412714938,82.16550114334109,331.2475690766667,14.0,18.0,24.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,50,0,29,71.7591304347826,13.498260869565218,52.17391304347826,6.08695652173913,100.0,12.0,15.0,17.0,19.0,59.968409782608695,16.41406195652174,39.5,4.054347826086957,90.75,14.0,21.0,25.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,50,1,29,76.39652173913043,13.657391304347827,59.434782608695656,3.3043478260869565,103.0,13.0,16.0,20.0,21.0,67.90296630434783,17.17470543478261,46.880434782608695,3.847826086956522,96.75,18.0,21.0,24.0,26.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,50,2,29,84.79521739130435,14.14304347826087,67.95652173913044,2.6956521739130435,119.0,12.0,16.0,21.0,21.0,85.63804347826087,16.225,65.8695652173913,3.5434782608695654,123.5,13.0,18.0,22.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,50,3,29,93.76217391304348,14.457826086956523,76.0,3.3043478260869565,134.0,8.0,12.0,16.0,20.0,85.23,16.46913043478261,65.19565217391305,3.5652173913043477,126.5,9.0,20.0,21.0,22.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,51,0,29,361.44217391304346,98.09434782608696,249.69565217391303,13.652173913043478,559.0,12.0,17.0,21.0,23.0,273.11012717391304,123.414475,123.30434782608695,26.391304347826086,411.25,15.0,24.0,26.0,26.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,51,1,29,465.4669565217391,99.59739130434782,352.30434782608694,13.56521739130435,719.0,10.0,16.0,19.0,24.0,307.4962369565217,138.9092804347826,138.1195652173913,30.467391304347828,448.5,19.0,24.0,26.0,27.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,51,2,29,579.5852173913044,101.15043478260868,471.82608695652175,6.608695652173913,872.0,6.0,15.0,20.0,21.0,366.3371739130435,155.4458695652174,170.97826086956522,39.91304347826087,612.5,14.0,22.0,26.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,51,3,29,681.2613043478261,102.21782608695652,570.0869565217391,8.956521739130434,1014.0,4.0,13.0,17.0,18.0,452.485,170.02847826086958,226.56521739130434,55.891304347826086,757.5,12.0,21.0,24.0,24.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,53,0,29,189.64478260869566,76.68826086956521,77.56521739130434,35.391304347826086,292.0,15.0,21.0,25.0,27.0,160.18572173913043,73.41180869565217,34.26086956521739,52.51304347826087,249.25,16.0,23.0,27.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,53,1,29,234.27695652173912,77.19,139.69565217391306,17.391304347826086,369.0,13.0,19.0,23.0,24.0,205.66287391304348,87.76287391304346,53.92826086956522,63.971739130434784,339.5,12.0,25.0,27.0,29.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,53,2,29,255.5804347826087,81.45,169.0,5.130434782608695,407.0,16.0,21.0,23.0,26.0,225.50586956521738,94.70152173913043,100.30434782608695,30.5,388.5,15.0,26.0,29.0,29.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,53,3,29,328.39130434782606,83.65217391304348,231.6086956521739,13.130434782608695,527.0,9.0,20.0,21.0,26.0,304.61326086956524,101.65673913043479,143.5,59.45652173913044,523.0,11.0,21.0,27.0,29.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,54,0,29,280.02086956521737,68.80347826086957,205.82608695652175,5.391304347826087,388.0,14.0,18.0,20.0,20.0,217.76698695652175,73.48437826086956,139.75,4.532608695652174,328.5,19.0,23.0,25.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,54,1,29,343.99739130434784,71.08434782608695,262.9130434782609,10.0,509.0,10.0,16.0,19.0,20.0,279.4203967391304,77.82257065217391,196.54347826086956,5.054347826086957,411.25,15.0,21.0,21.0,25.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,54,2,29,376.5221739130435,73.30478260869565,295.04347826086956,8.173913043478262,578.0,10.0,18.0,19.0,24.0,389.50152173913045,74.52326086956522,295.30434782608694,19.67391304347826,592.5,9.0,16.0,19.0,23.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,54,3,29,432.25173913043477,74.81695652173913,348.5217391304348,8.91304347826087,661.0,6.0,14.0,18.0,23.0,447.0226086956522,78.08782608695653,346.2826086956522,22.65217391304348,675.5,7.0,16.0,21.0,23.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,55,0,29,345.94565217391306,129.07608695652175,194.1304347826087,22.73913043478261,576.0,13.0,21.0,25.0,25.0,263.25862065217393,105.32818586956522,129.5326086956522,28.39782608695652,450.75,13.0,20.0,27.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,55,1,29,399.1995652173913,137.24304347826086,250.6086956521739,11.347826086956522,693.0,9.0,21.0,27.0,27.0,351.15794673913047,108.46446847826087,210.2913043478261,32.40217391304348,568.75,12.0,20.0,24.0,28.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,55,2,29,514.5052173913043,145.8095652173913,354.69565217391306,14.0,840.0,11.0,18.0,24.0,27.0,519.4260869565218,109.20869565217392,376.54347826086956,33.67391304347826,774.0,9.0,18.0,20.0,24.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,55,3,29,588.4586956521739,150.85,428.4782608695652,9.130434782608695,969.0,10.0,18.0,24.0,27.0,628.3204347826087,113.12478260869565,486.5217391304348,28.67391304347826,895.5,8.0,16.0,20.0,23.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,56,0,29,73.70913043478261,22.187391304347827,43.391304347826086,8.130434782608695,111.0,13.0,20.0,24.0,25.0,64.14282608695652,21.96891304347826,36.08695652173913,6.086956521739131,101.0,20.0,25.0,27.0,27.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,56,1,29,88.24869565217391,23.85739130434783,58.04347826086956,6.3478260869565215,137.0,12.0,19.0,22.0,25.0,76.07847826086957,21.27413043478261,50.19565217391305,4.608695652173913,114.5,17.0,24.0,25.0,26.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,56,2,29,90.08086956521738,26.29826086956522,54.47826086956522,9.304347826086957,145.0,11.0,17.0,21.0,24.0,78.70891304347826,21.578478260869566,54.15217391304348,2.9782608695652173,118.0,18.0,23.0,25.0,27.0,B1 gated 0.20,43
wk inc rsv hosp,2025-2026,states_dc,56,3,29,95.47782608695653,26.69521739130435,61.21739130434783,7.565217391304348,156.0,11.0,18.0,22.0,25.0,94.95434782608696,21.910869565217393,70.82608695652175,2.217391304347826,139.0,13.0,20.0,23.0,27.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,US,US,0,29,0.008408118937451914,0.004254141785167841,0.0033224850943635986,0.0008314920579204742,0.013524341746233404,17.0,26.0,28.0,29.0,0.005667163184112534,0.0036572611740679746,0.001962666891452329,4.723511859223003e-05,0.008055263320699347,20.0,28.0,28.0,28.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,US,US,1,29,0.011575354999533705,0.004379789325120224,0.005933117447420954,0.001262448226992527,0.01893539617594797,12.0,21.0,26.0,28.0,0.009709969204808532,0.005365009680219225,0.003070678884898021,0.0012742806396912843,0.013570372509958127,23.0,25.0,27.0,27.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,US,US,2,27,0.01187767712276335,0.004369198383024116,0.0064040679452971195,0.0011044107944421144,0.01922755638952367,11.0,20.0,23.0,26.0,0.015440499331278175,0.0066805354243895994,0.008648910939858078,0.000111052967030496,0.02668834061397751,16.0,26.0,27.0,27.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,US,US,3,26,0.011897971884279232,0.004479223067166205,0.006847530552540379,0.0005712182645726463,0.019104776249150746,14.0,19.0,22.0,24.0,0.017726505513951153,0.006513419772776939,0.010990327028538558,0.00022275871263565511,0.03099963692100639,14.0,23.0,26.0,26.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,01,0,29,0.011565448861225203,0.005754100194170726,0.0052255307281207615,0.0005858179389337158,0.019253288075560704,13.0,25.0,28.0,29.0,0.008621440348393957,0.004831660650070161,0.0026659339426579514,0.0011238457556658446,0.013312962997617563,14.0,26.0,29.0,29.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,01,1,29,0.012545869665842885,0.005877509753032443,0.005990956713060808,0.0006774031997496345,0.019288536510430276,12.0,22.0,26.0,28.0,0.011755866098531017,0.006395593864996065,0.003255567522372136,0.0021047047111628155,0.01800260093036357,17.0,26.0,28.0,29.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,01,2,27,0.01205348878054495,0.005534618218923392,0.0058764729576701626,0.0006423976039513947,0.019031757998163812,12.0,19.0,23.0,26.0,0.00944103989757688,0.007230234674366067,0.0021332975784176074,7.750764479320571e-05,0.01134011749141171,22.0,26.0,27.0,27.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,01,3,26,0.011626196825186407,0.005197068627825502,0.006205488948288131,0.00022363924907277462,0.017287131064222194,9.0,20.0,22.0,23.0,0.009212175393344336,0.007008755193206842,0.0020445028794301053,0.00015891732070738844,0.011967759886556082,23.0,25.0,26.0,26.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,02,0,29,0.024161822495153387,0.008763205822891433,0.012683239616814283,0.0027153770554476705,0.03940788668114692,13.0,19.0,22.0,28.0,0.02420538270976849,0.006272567617815288,0.017520670962668274,0.0004121441292849288,0.036440256298342105,10.0,15.0,22.0,26.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,02,1,29,0.02787116155608079,0.009078964649791053,0.015150966103436709,0.003641230802853028,0.04470517563458998,11.0,18.0,24.0,27.0,0.03363685440009892,0.008172791403076753,0.022945520063478282,0.0025185429335438858,0.05015570675252377,13.0,18.0,22.0,25.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,02,2,27,0.027972636629041675,0.009057313114540232,0.016492306000208887,0.0024230175142925556,0.044100814120611176,10.0,17.0,20.0,24.0,0.04461610843113791,0.006651262696439667,0.037102280105900984,0.000862565628797258,0.06300264383633264,6.0,12.0,16.0,22.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,02,3,26,0.027593747280837237,0.009769785700042485,0.014923700682854322,0.0029002608979404295,0.04439861424907576,7.0,19.0,22.0,24.0,0.049721464907231706,0.006458868092677493,0.042238200264043874,0.001024396550510337,0.069640296453393,6.0,13.0,15.0,17.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,04,0,28,0.006237513364153062,0.003429488969428554,0.0020754793696497746,0.000732545025074733,0.009711708407849073,16.0,23.0,28.0,28.0,0.00484029020465397,0.0023577412876759074,0.0023365042483670965,0.00014604466861096584,0.008252470408370051,10.0,25.0,27.0,28.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,04,1,28,0.007032733109487605,0.0035707184151095926,0.0025619606360598244,0.0009000540583181882,0.011087537724961294,15.0,23.0,26.0,28.0,0.006481744720604058,0.0032024312585529143,0.002895249498767344,0.0003840639632837999,0.010771362650641459,15.0,23.0,28.0,28.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,04,2,27,0.006859005816150665,0.0038631643983828086,0.0020507264495751333,0.0009451149681927232,0.010676780475478154,16.0,24.0,27.0,27.0,0.012637848968333724,0.0031474922680151353,0.009436719856005502,5.363684431308696e-05,0.020450882775688285,11.0,17.0,21.0,24.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,04,3,26,0.007137264595728535,0.004123833637550074,0.0019433715023889973,0.0010700594557894636,0.010920102955424227,15.0,24.0,26.0,26.0,0.014979865379196338,0.003038468783614249,0.011894993127226994,4.6403468355095784e-05,0.023207345748390222,10.0,17.0,19.0,21.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,05,0,28,0.026980467188131962,0.008890900229610428,0.01296294054431517,0.005126626414206364,0.042538773210253567,10.0,18.0,22.0,24.0,0.03495281135845983,0.009170025086447531,0.023669265665511106,0.002113520606501191,0.05371180958335901,11.0,17.0,21.0,24.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,05,1,28,0.03869237709716156,0.00877771240893499,0.022721175333009224,0.007193489355217342,0.05974039633292705,7.0,14.0,19.0,22.0,0.03869764778603782,0.011466779428715676,0.024678296781519646,0.002552571575802498,0.0628158379260381,10.0,21.0,23.0,26.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,05,2,27,0.04797673412203082,0.008998446320884312,0.02960420639254153,0.00937408140860498,0.0709984646528028,7.0,12.0,15.0,19.0,0.03426106387911396,0.013301928211213973,0.018798685091972505,0.0021604505759274784,0.05588320762972224,12.0,23.0,26.0,26.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,05,3,26,0.04685078775223987,0.008282497331254822,0.034058504251778414,0.004509786169206642,0.07001341732393485,4.0,13.0,16.0,19.0,0.03506575849647606,0.012939447280291642,0.02085933106112956,0.0012669801550548548,0.05453767271974037,14.0,21.0,24.0,25.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,06,0,29,0.006186013910674323,0.004450393250168164,0.0010995336508684609,0.0006360870096376977,0.008505716654326534,23.0,26.0,28.0,28.0,0.004604587688275078,0.002969023291482704,0.0012896934255353283,0.00034587097125704535,0.00648949594433091,19.0,28.0,29.0,29.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,06,1,29,0.007392268929682233,0.004566583797720135,0.00200361515570599,0.0008220699762561076,0.011363171914126724,17.0,26.0,29.0,29.0,0.006969361704052507,0.0040434642046423734,0.002266686329010803,0.0006592111703993306,0.01015955916323658,21.0,27.0,29.0,29.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,06,2,27,0.007939873370108999,0.004627353559652945,0.002051580008549575,0.0012609398019064785,0.012193450078484602,16.0,25.0,26.0,26.0,0.014521866283663133,0.00438686375982963,0.00988858483712695,0.0002464176867065527,0.022850205325177196,15.0,19.0,22.0,26.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,06,3,26,0.007093917420605613,0.0047062183826508145,0.001959307245345806,0.000428391792608992,0.010679535706003662,21.0,25.0,26.0,26.0,0.017539321879245885,0.004284571205798729,0.012944470252184075,0.0003102804212630819,0.027202581128224778,13.0,17.0,20.0,22.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,08,0,29,0.011567501864125968,0.006414738024168096,0.004525603176949991,0.0006271606630078801,0.01908074121820391,16.0,28.0,29.0,29.0,0.014519898193290049,0.004500113208652722,0.009840720042459472,0.0001790649421778537,0.023267712324112413,12.0,20.0,24.0,24.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,08,1,29,0.016138593626005043,0.006412047301167434,0.009097164860640591,0.000629381464197017,0.027042056382924784,16.0,24.0,29.0,29.0,0.01860921402967743,0.006048856979125682,0.012075989778594696,0.0004843672719570519,0.028080585391598738,16.0,22.0,26.0,26.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,08,2,27,0.018293021401686312,0.006489467198034,0.011236178315543245,0.0005673758881090654,0.02993947970389854,13.0,23.0,26.0,26.0,0.03793885124331076,0.006644706731069865,0.030053948096992706,0.0012401964152481927,0.05316509368819669,9.0,17.0,19.0,20.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,08,3,26,0.0199343948508349,0.006753775985497898,0.012932643483382772,0.0002479753819542289,0.03236310399370268,17.0,22.0,24.0,25.0,0.0475230473607843,0.006444839950945021,0.03951822595426697,0.0015599814555723093,0.0636365172371275,8.0,13.0,18.0,18.0,B1 gated 0.20,43
wk inc rsv prop ed visits,2025-2026,states_dc,09,0,29,0.010616136363835382,0.0038020219586577973,0.006053959695222464,0.0007601547099551206,0.016530093322217,16.0,22.0,26.0,26.0,0.007466850117768958,0.004155808867301505,0.002095615679600931,0.0012154255708665225,0.011757254235398756,19.0,27.0,29.0,29.0,B1 gated 0.20,43
