target,season,geography,location,horizon,n,model_wis,model_dispersion,model_underprediction,model_overprediction,model_ae_median,model_covered_50,model_covered_80,model_covered_90,model_covered_95,ensemble_wis,ensemble_dispersion,ensemble_underprediction,ensemble_overprediction,ensemble_ae_median,ensemble_covered_50,ensemble_covered_80,ensemble_covered_90,ensemble_covered_95,config_id,seed
wk inc rsv prop ed visits,2025-2026,states_dc,51,1,29,0.009169816646025088,0.004761888982078887,0.002275635609048945,0.002132292054897255,0.014706648187711835,15.0,26.0,27.0,29.0,0.009573004980145678,0.0054251824149807925,0.0030538449444448184,0.0010939776207200666,0.015013951690827507,17.0,27.0,29.0,29.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,51,2,27,0.008992458118057212,0.004892040469235508,0.0023253161717034145,0.00177510147711829,0.013467252676491626,16.0,23.0,25.0,26.0,0.01000697917751802,0.006367538123144108,0.0035330513626297675,0.00010638969174414568,0.01596684302264714,22.0,27.0,27.0,27.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,51,3,26,0.009369193879464097,0.005070002255305102,0.0024503976002882193,0.001848794023870774,0.014279746726970188,15.0,23.0,24.0,25.0,0.009405861878699703,0.00622985734678964,0.0031570583046097293,1.89462273003332e-05,0.014122195870571794,20.0,26.0,26.0,26.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,53,0,29,0.009410408642255709,0.006061985961333725,0.0031837523245485493,0.00016467035637343424,0.01370030187536031,19.0,28.0,29.0,29.0,0.008471021958946091,0.004713371927673519,0.003713537582387925,4.411244888464777e-05,0.012788063343848254,21.0,28.0,29.0,29.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,53,1,29,0.010499595694872646,0.007181895111050835,0.00291598226796613,0.00040171831585568093,0.014260993521020282,23.0,28.0,28.0,29.0,0.012828831771586488,0.006645810091346028,0.005477647163353604,0.0007053745168868554,0.019407560924079508,20.0,27.0,28.0,28.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,53,2,27,0.011635240363741532,0.007871940938234406,0.0029737650771098937,0.0007895343483972323,0.01715337003406603,20.0,27.0,27.0,27.0,0.026315085635225752,0.006817646059830683,0.019239146406101738,0.000258293169293334,0.0437382247354619,10.0,15.0,23.0,27.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,53,3,26,0.012536716719829755,0.008557094195760052,0.003080884110101539,0.0008987384139681641,0.018991867094882764,16.0,24.0,26.0,26.0,0.0312572087413411,0.006664066405581462,0.02420712894704928,0.0003860133887103586,0.05036646346872949,10.0,14.0,19.0,25.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,54,0,29,0.02511019201374582,0.009316377368540064,0.011736202076559572,0.0040576125686461835,0.041378604521014495,8.0,18.0,26.0,26.0,0.020946109823305414,0.008180487474692395,0.012308549286262807,0.00045707306235021235,0.03322880125479101,12.0,23.0,25.0,26.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,54,1,29,0.03197999639049964,0.011096699068406926,0.012507197089510988,0.008376100232581729,0.052735601289896294,7.0,20.0,22.0,24.0,0.028973661287393145,0.012191809351811833,0.015420054110143872,0.00136179782543744,0.0417459760995054,17.0,22.0,25.0,26.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,54,2,27,0.03364659313467165,0.012247973291672647,0.009840840462635716,0.011557779380363292,0.055145032092696056,9.0,23.0,25.0,25.0,0.05186947528773262,0.009720886331434591,0.04214330852555934,5.2804307386856425e-06,0.07901889649731708,11.0,17.0,21.0,22.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,54,3,26,0.03220114599677339,0.013528854274412151,0.0064697717956732955,0.012202519926687947,0.053990916087059304,10.0,23.0,24.0,25.0,0.06114640878225663,0.00947955362108884,0.05163060647118034,3.624868998744791e-05,0.08950486856399571,9.0,14.0,18.0,20.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,55,0,29,0.009345394254593829,0.005596698739345795,0.0013763456325724963,0.0023723498826755374,0.013659100950462744,20.0,24.0,26.0,27.0,0.00835458168780286,0.004395329740920172,0.003715718966761106,0.0002435329801215811,0.013427352052917714,17.0,25.0,27.0,29.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,55,1,29,0.009960648768687585,0.00660961657626293,0.0012191428931343934,0.00213188929929026,0.012902048263640609,21.0,27.0,27.0,27.0,0.013129770011694316,0.0062533867666190145,0.006120490731160984,0.0007558925139143166,0.020984527016060742,12.0,23.0,27.0,29.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,55,2,27,0.010119192217050262,0.007271229217126339,0.0009777328326700903,0.0018702301672538337,0.012366041410132311,20.0,24.0,25.0,26.0,0.03335669077140105,0.006054752588112148,0.02647771945668872,0.000824218726600183,0.049722951590545676,11.0,13.0,15.0,19.0,B1 B gap-only,42
wk inc rsv prop ed visits,2025-2026,states_dc,55,3,26,0.011486924381344136,0.007892930955387735,0.0012811497151952887,0.0023128437107611125,0.014801041776081547,19.0,22.0,23.0,24.0,0.04208080543203937,0.005795771654312761,0.03519585272768624,0.001089181050040373,0.05913165674732817,6.0,13.0,15.0,15.0,B1 B gap-only,42
wk inc covid hosp,2025-2026,US,US,0,45,11287.292608695652,3590.4665217391307,5761.217391304348,1935.6086956521742,17739.0,20.0,34.0,39.0,42.0,15194.9245615816,7155.462650623708,5637.4429274822205,2402.01898347567,23628.878646000205,30.0,39.0,40.0,44.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,US,US,1,44,19408.105217391305,3892.0182608695654,7894.869565217391,7621.217391304348,27930.0,15.0,25.0,35.0,36.0,24161.217295888713,10417.029269438091,6760.11535871376,6984.07266773686,39435.808807084046,28.0,37.0,39.0,43.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,US,US,2,43,26679.247391304347,4296.160434782609,9174.391304347826,13208.695652173912,35427.0,15.0,27.0,29.0,32.0,33875.41358179915,13039.934355566696,8002.435040158237,12833.044186074212,54567.84125012156,22.0,32.0,34.0,41.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,US,US,3,42,32319.443913043477,4816.0091304347825,8846.347826086956,18657.08695652174,42377.0,17.0,24.0,28.0,30.0,40739.00203397413,15750.85399345717,7644.437067592838,17343.71097292412,62980.05207502013,21.0,31.0,32.0,39.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,01,0,45,683.6095652173913,181.69652173913045,418.82608695652175,83.08695652173913,986.0,22.0,35.0,39.0,42.0,545.8313912993882,180.0052504233287,280.49297914887603,85.33316172718351,870.7887692513079,21.0,33.0,40.0,44.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,01,1,44,726.1804347826087,203.3978260869565,395.5652173913044,127.21739130434783,962.0,24.0,37.0,40.0,40.0,675.7366873425411,234.35185176349,281.31535783364944,160.06947774540163,1066.8705393735534,26.0,36.0,39.0,41.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,01,2,43,863.0613043478261,223.10478260869564,451.7391304347826,188.21739130434784,1209.0,21.0,33.0,36.0,39.0,830.7009692172826,283.7412649899186,321.6942723805881,225.26543184677593,1281.756736408255,23.0,32.0,38.0,40.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,01,3,42,879.1891304347826,239.88478260869564,403.6521739130435,235.65217391304347,1210.0,24.0,32.0,34.0,36.0,854.7533838776726,325.0911535736954,252.18760778273983,277.47462252123734,1308.5794585559368,27.0,35.0,38.0,40.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,02,0,45,84.29391304347827,16.20695652173913,49.0,19.086956521739133,116.0,21.0,24.0,29.0,34.0,66.14239484694365,25.29097191238883,23.585043330564112,17.266379603990707,112.06513844653719,20.0,31.0,40.0,43.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,02,1,44,90.49695652173914,18.757826086956523,47.26086956521739,24.47826086956522,134.0,14.0,23.0,28.0,32.0,73.39407826022287,31.031531175153447,19.713684051809096,22.648863033260334,123.29319092209661,19.0,35.0,38.0,41.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,02,2,43,96.01347826086956,21.88304347826087,38.434782608695656,35.69565217391305,135.0,16.0,23.0,28.0,31.0,82.94673985551051,37.79267855246506,16.49916538776847,28.654895915276974,130.29235844127726,26.0,34.0,36.0,39.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,02,3,42,107.66434782608695,25.229565217391304,37.130434782608695,45.30434782608695,150.0,16.0,21.0,28.0,32.0,94.31638640051926,43.20138734968955,16.574582284239945,34.54041676658978,150.60978584112914,21.0,31.0,37.0,39.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,04,0,45,281.86478260869563,166.25608695652173,47.21739130434783,68.3913043478261,425.0,29.0,42.0,45.0,45.0,310.1079024386455,161.57235305335493,60.44718237694168,88.08836700834891,493.8035030689793,28.0,42.0,44.0,45.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,04,1,44,425.38695652173914,194.95217391304348,29.434782608695652,201.0,648.0,24.0,39.0,41.0,42.0,422.20042829761684,228.3291714529303,49.78069410614849,144.09056273853807,660.7044457716833,26.0,41.0,43.0,44.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,04,2,43,677.4008695652174,229.79217391304348,27.782608695652176,419.82608695652175,1029.0,19.0,33.0,36.0,37.0,586.2723074332862,307.99401596114484,41.93827968077992,236.3400117913614,902.9598666619517,24.0,38.0,43.0,43.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,04,3,42,963.7178260869565,267.6308695652174,24.47826086956522,671.6086956521739,1450.0,18.0,28.0,31.0,32.0,715.9654240665626,378.24849081481744,36.119440695305805,301.59749255643936,1101.3298021442786,24.0,34.0,40.0,42.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,05,0,45,230.68782608695653,67.51391304347825,113.82608695652175,49.34782608695652,345.0,21.0,33.0,36.0,39.0,258.1517907372466,79.96080428973441,132.22111102083215,45.96987542668001,415.85181175042754,15.0,39.0,42.0,43.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,05,1,44,242.08695652173913,77.04347826086956,104.82608695652173,60.21739130434783,344.0,22.0,29.0,37.0,41.0,283.89190293180536,106.32844209173267,117.90983236809016,59.653628471982536,445.3554389721357,24.0,37.0,39.0,41.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,05,2,43,271.95130434782607,86.51652173913044,107.34782608695653,78.08695652173913,395.0,19.0,29.0,33.0,35.0,324.6892652889535,126.94780920656079,119.5897609995434,78.1516950828493,516.689986303259,22.0,35.0,39.0,42.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,05,3,42,314.1678260869565,94.38521739130435,122.86956521739131,96.91304347826087,475.0,17.0,27.0,33.0,38.0,352.89558620137933,151.15108861207332,107.83891192738238,93.90558566192361,595.2242871203389,20.0,37.0,41.0,42.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,06,0,45,1612.8878260869565,619.9747826086956,950.6086956521739,42.30434782608695,2591.0,22.0,37.0,42.0,44.0,1338.5361996992583,706.6067147194306,552.0177082642333,79.91177671559431,2156.975267062851,26.0,42.0,45.0,45.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,06,1,44,1840.94,699.4617391304348,930.6521739130435,210.82608695652172,2944.0,26.0,37.0,40.0,43.0,1979.625542135726,1005.4744578076186,576.8561632481543,397.294921079953,3226.024864233759,26.0,42.0,44.0,44.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,06,2,43,2184.122608695652,794.8617391304348,905.8695652173913,483.39130434782606,3449.0,26.0,33.0,40.0,42.0,3010.446308037625,1271.2995547279806,878.077944487085,861.068808822559,4975.603977485851,24.0,37.0,43.0,43.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,06,3,42,2316.0299999999997,900.7691304347826,650.4347826086956,764.8260869565217,3669.0,22.0,34.0,39.0,42.0,3722.4642305593893,1514.9723233620527,804.0708661194521,1403.4210410778842,5934.752122891292,24.0,36.0,40.0,41.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,08,0,45,270.4904347826087,119.53391304347826,69.56521739130434,81.3913043478261,398.0,25.0,34.0,38.0,40.0,273.95247083791696,125.05991520240455,81.41609389479544,67.47646174071696,431.2123577950261,22.0,37.0,40.0,43.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,08,1,44,338.02652173913043,136.50478260869565,64.08695652173913,137.43478260869566,507.0,22.0,34.0,35.0,38.0,383.5324938200638,175.92537901034996,88.25958863732899,119.34752617238485,626.0501700545271,25.0,36.0,40.0,41.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,08,2,43,470.16521739130434,155.12173913043478,85.0,230.04347826086956,690.0,15.0,27.0,33.0,34.0,547.2523685869145,227.63298102080125,105.1246583504931,214.49472921562014,854.2915634158176,18.0,30.0,35.0,40.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,08,3,42,566.1930434782608,173.84521739130435,66.56521739130434,325.7826086956522,826.0,14.0,23.0,27.0,31.0,615.8704555319266,264.2723179454863,83.36685451670216,268.23128306973814,982.9279353226123,18.0,30.0,34.0,38.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,09,0,45,383.8882608695652,117.49695652173914,144.6086956521739,121.78260869565219,559.0,28.0,36.0,37.0,40.0,342.75197900094224,127.44706755207264,115.03245069642173,100.27246075244786,529.9454611528322,25.0,37.0,43.0,43.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,09,1,44,490.0243478260869,131.80695652173912,196.47826086956522,161.7391304347826,751.0,15.0,27.0,34.0,40.0,436.7464905708833,171.07028982269466,134.14398001336582,131.53222073482277,710.9261518299568,19.0,37.0,42.0,43.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,09,2,43,528.5882608695651,145.2404347826087,223.26086956521738,160.08695652173913,797.0,16.0,27.0,35.0,40.0,524.0677719269788,220.78404032013754,150.6756672437213,152.60806436312004,816.2665670320739,22.0,35.0,40.0,42.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,09,3,42,646.0378260869566,157.99434782608694,264.39130434782606,223.65217391304347,961.0,10.0,26.0,32.0,38.0,640.7997882844103,256.0223605408085,198.75313167737247,186.02429606622925,1034.685660394546,18.0,28.0,38.0,41.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,10,0,45,168.1808695652174,41.87652173913043,67.73913043478261,58.56521739130435,251.0,15.0,24.0,30.0,32.0,160.2802221179589,50.064403107126004,45.71631097170865,64.49950803912427,237.49308271419946,27.0,33.0,34.0,37.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,10,1,44,166.29739130434783,47.64521739130435,50.04347826086956,68.6086956521739,259.0,16.0,28.0,35.0,36.0,147.30740994827264,64.80834717957589,24.802903623475604,57.69615914522114,229.19664338764818,25.0,36.0,41.0,41.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,10,2,43,151.64347826086956,52.904347826086955,32.565217391304344,66.17391304347827,221.0,27.0,34.0,36.0,39.0,160.3940622020768,77.1980097141332,25.66439423941698,57.53165824852664,243.5894929810305,27.0,35.0,38.0,40.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,10,3,42,150.27347826086955,59.0995652173913,22.52173913043478,68.65217391304348,239.0,19.0,33.0,33.0,37.0,160.58041165916558,87.87424961426453,19.309263706093777,53.39689833880727,242.92235603393257,25.0,32.0,38.0,40.0,B1 B gap-only,43
wk inc covid hosp,2025-2026,states_dc,11,0,45,127.01086956521739,25.83695652173913,90.08695652173913,11.08695652173913,179.0,20.0,27.0,31.0,33.0,111.44298654853563,34.722161284141144,59.88307440502634,16.837750859368143,180.35020374065738,18.0,34.0,39.0,41.0,B1 B gap-only,43
