seed,separate_minus_direct,separate_minus_joint,joint_minus_direct
42,-0.188200250880028,-0.21936255004614624,0.031162299166118235
43,-0.11007220989304711,-0.2468482517035251,0.13677604181047798
44,-0.23086938534448898,-0.1588403811407384,-0.07202900420375058
