config_id,seed,geography,wk inc flu hosp,wk inc covid hosp,wk inc rsv hosp,wk inc flu prop ed visits,wk inc covid prop ed visits,wk inc rsv prop ed visits,combined
B1 gated 0.20,44,US,0.91423574443109,0.7183320857238902,0.5868211884322262,0.8663990869522576,1.2279072208696027,0.9439949111377419,0.8307865840148906
B1 gated 0.20,44,all,0.9315519337072627,0.9369155108684248,0.887244118001627,0.9139828244078053,1.0613979645976257,0.8574083188566483,0.9271346925574121
B1 gated 0.20,44,states_dc,0.9358809810263057,0.9915613671545583,0.9623498503939769,0.925878758771692,1.0197706505296313,0.8357616707863746,0.9512217196930423
B1 joint two-stage,42,US,1.0556682552547414,1.022314095626476,0.7913098489294386,1.1714299468227083,1.3593789192124632,0.9532597523670552,1.0247392242248374
B1 joint two-stage,42,all,1.077841920408892,1.0824184569832165,1.0081770194500947,1.212341863337586,1.122508718640316,0.8505542052539177,1.0580310645462474
B1 joint two-stage,42,states_dc,1.0833853366974295,1.0974445473224017,1.062393812080259,1.222569842466305,1.063291168497279,0.8248778184756335,1.0663540246265997
B1 joint two-stage,43,US,1.2165142090163268,0.9546917148498274,0.6352992760766507,0.989613802967409,4.519683806896419,0.9425950796762892,1.3405447877139693
B1 joint two-stage,43,all,1.1652392001700038,1.016886472861174,0.9391680471292735,1.0667653349199682,3.015499493870237,0.8511170685700834,1.2417743708534656
B1 joint two-stage,43,states_dc,1.1524204479584232,1.032435162364011,1.0151352398924292,1.086053217908108,2.639453415613691,0.8282475657935318,1.2170817666383398
B1 joint two-stage,44,US,1.2753759239967546,0.8681788145283945,0.5674181077363377,0.7271764084659358,1.45451456386904,0.9255958842724632,0.9476925054589347
B1 joint two-stage,44,all,1.1979043029140808,0.9477942875063291,0.8338655818007935,0.8512854778462637,1.152907189350316,0.8553131084185679,0.9798482355619504
B1 joint two-stage,44,states_dc,1.1785363976434122,0.9676981557508127,0.9004774503169074,0.8823127451913455,1.0775053457206347,0.8377424144550941,0.9878871680877044
Forward Direct B,42,US,1.0094573084986451,1.1036319519860276,1.421417313213288,1.1450250397697734,1.9371811740018499,1.5882249076622748,1.3043826965366465
Forward Direct B,42,all,1.0121009599718263,1.1739343219895784,1.4640904952657787,1.1754985406347533,1.480473038361671,1.3415020904181514,1.2553028026521047
Forward Direct B,42,states_dc,1.0127618728401215,1.191509914490466,1.4747587907789017,1.1831169158509982,1.3662960044516264,1.2798213861071204,1.2430328291809691
Forward Direct B,43,US,0.8476135899775775,1.1947225953020533,1.2513591954381105,1.3317679985732358,1.4138525584697876,1.0663838490064008,1.1554883519427674
Forward Direct B,43,all,0.9091272999998672,1.1691673438010481,1.2600113488478963,1.3110881282625173,1.2143539592241095,1.0209098771713963,1.1358848833284052
Forward Direct B,43,states_dc,0.9245057275054397,1.1627785309257967,1.2621743872003428,1.3059181606848373,1.1644793094126897,1.009541384212645,1.1309840161748144
Forward Direct B,44,US,1.2064125137798212,1.0037596582637276,1.8994307980806355,1.3445447710479368,1.346903814294271,2.021103495083135,1.436862002297079
Forward Direct B,44,all,1.093950047951221,1.1430909356335808,1.6814087161433127,1.216811861206436,1.2533634947544205,1.6578029179388922,1.3294308525951086
Forward Direct B,44,states_dc,1.0658344314940706,1.177923754976044,1.6269031956589817,1.1848786337460606,1.2299784148694577,1.5669777736528312,1.3025730651696155
Forward Joint gated,42,US,1.0377458168784026,1.2656026629348553,1.5380877655060008,1.1097498143742053,2.7245715666442147,0.8714131167669884,1.376511887602658
Forward Joint gated,42,all,1.0682014572929044,1.3252332661012507,1.4308818613689056,1.1583063867455485,1.8610784049090772,0.9101679551832609,1.286465101818223
Forward Joint gated,42,states_dc,1.0758153673965298,1.3401409168928493,1.4040803853346315,1.1704455298383842,1.645205114475292,0.9198566647873291,1.263953405372114
Forward Joint gated,43,US,1.255979696020362,1.0161295220296582,1.6779976524250986,1.2347848574322229,2.1794894479440607,1.2650565613806823,1.3977271786341336
Forward Joint gated,43,all,1.1782711846822662,1.088009167186842,1.5243368886148752,1.1921951515026723,1.531503184386716,1.1490155093925918,1.2726609251388832
Forward Joint gated,43,states_dc,1.1588440568477418,1.1059790784761376,1.4859216976623189,1.1815477250202846,1.369506618497379,1.1200052463955692,1.24139436176507
Forward Joint gated,44,US,1.361645570543832,0.8364669196892736,1.4504637188675438,1.0375926900023118,2.39842628675053,1.341638806958046,1.341645577990243
