candidate,seed,target,kind,age_days,n,wis,ae_median,scaled_wis,scaled_ae,baseline_ae,baseline_scaled_ae,covered_50,covered_80,covered_90,covered_95
joint,44,wk inc rsv prop ed visits,revision,11,2405,0.00014736209385894202,0.00021254291543056146,0.012918765592164103,0.018692002869699312,9.372131316922606e-05,0.008121032547205687,0.36257822277847307,0.5277847309136421,0.6488944513975804,0.7572799332498957
separate,42,wk inc covid hosp,reconstruction,4,416,855.0480978401179,1183.0150757079032,0.126959314983505,0.1801043386066994,,,0.15833333333333333,0.2735294117647059,0.3127450980392157,0.4161764705882353
separate,42,wk inc covid hosp,reconstruction,11,312,920.7052912756911,1291.4464838140152,0.13476058659172857,0.1929812944239543,,,0.07320261437908497,0.21895424836601307,0.28169934640522876,0.3934640522875817
separate,42,wk inc covid hosp,revision,4,2340,27.144239721841508,44.05193530458896,0.009555125490781016,0.013591996953639749,103.16523132324218,0.01844825632870197,0.5253159041394336,0.7868409586056646,0.869368191721133,0.9045751633986929
separate,42,wk inc covid hosp,revision,11,2444,13.320888664887972,22.472567901624565,0.005578840271124846,0.00754696155879492,41.99624443054199,0.00800887867808342,0.5906549853984148,0.8566541510221112,0.9088861076345431,0.9339173967459324
separate,42,wk inc covid prop ed visits,reconstruction,4,510,0.0034502779521447327,0.004144353469985072,0.11995954379536236,0.14389218785568694,,,0.05680000000000001,0.11120000000000001,0.13840000000000002,0.16560000000000002
separate,42,wk inc covid prop ed visits,reconstruction,11,306,0.003999230180135118,0.004581944613251836,0.139616866002734,0.15973286216825305,,,0.010666666666666666,0.021333333333333333,0.031999999999999994,0.042666666666666665
separate,42,wk inc covid prop ed visits,revision,4,2201,0.0001822143692326177,0.00022910736113882464,0.006103858943889838,0.007691602133741248,0.00030161879549268634,0.010220541059970858,0.31527587779297767,0.5226630186958505,0.6121295029639764,0.6642042863657092
separate,42,wk inc covid prop ed visits,revision,11,2405,0.0001526410745751334,0.00019608009089603105,0.005162419685716624,0.00666450189067486,0.00017376720206812026,0.0058394677471369505,0.3847309136420526,0.60450563204005,0.6904463913224865,0.773884021693784
separate,42,wk inc flu hosp,reconstruction,4,782,52.890509549472,86.23147658664271,0.011456771087488063,0.01609697428014512,,,0.22934640522875818,0.4452287581699347,0.5646405228758171,0.6363398692810458
separate,42,wk inc flu hosp,reconstruction,11,560,54.109638833265194,87.74597993595643,0.01445006601196904,0.01974433538591222,,,0.2648841354723708,0.5140819964349377,0.6240998217468806,0.6800713012477719
separate,42,wk inc flu hosp,revision,4,1818,46.839428900333196,67.75164433143762,0.014854581311192437,0.021699765836832415,220.77124938964843,0.03065193742513657,0.46731257208765864,0.7947866205305654,0.876783654638326,0.9009128357225242
separate,42,wk inc flu hosp,revision,11,2092,19.23895794340323,27.164186411826265,0.006700997619842745,0.009508316049505803,64.90936393737793,0.009809191152453423,0.6064968914395026,0.8480200860832139,0.8860329985652798,0.9116236250597802
separate,42,wk inc flu prop ed visits,reconstruction,4,667,0.00047534440227910493,0.0006174866886741175,0.007910717069540427,0.010232928022542052,,,0.24426847662141782,0.45791855203619913,0.5349170437405733,0.6119155354449473
separate,42,wk inc flu prop ed visits,reconstruction,11,413,0.0004347141373526804,0.0005888064879892716,0.007094531658689413,0.009587074771812141,,,0.251,0.465,0.537,0.606
separate,42,wk inc flu prop ed visits,revision,4,1888,0.00045743136569506885,0.0005726255575802162,0.007929419334201762,0.009881769752808781,0.0008036702289246023,0.013889180123806001,0.5652887337097864,0.7616185281819957,0.8166897829436529,0.8502637453101851
separate,42,wk inc flu prop ed visits,revision,11,2194,0.0002624679660684882,0.00036714354773677337,0.004606542184712565,0.0064122750720312675,0.00026531834155321123,0.004672226728871465,0.5077687378500972,0.8120719034247728,0.8864089087287302,0.9296853625170999
separate,42,wk inc rsv hosp,reconstruction,4,416,52.67294028061925,75.72271941665474,0.028477039128832787,0.0363548770983967,,,0.14215686274509803,0.2784313725490196,0.3661764705882353,0.38382352941176473
separate,42,wk inc rsv hosp,reconstruction,11,312,33.704986873559925,48.804665941652985,0.019265944522776787,0.024233730059349,,,0.14509803921568626,0.2673202614379085,0.32745098039215687,0.3686274509803922
separate,42,wk inc rsv hosp,revision,4,2340,24.7773956694627,39.39059177731749,0.019289810521162014,0.026403640256248136,67.75555648803712,0.03174244090914726,0.2676252723311547,0.576644880174292,0.7212200435729849,0.7802178649237473
separate,42,wk inc rsv hosp,revision,11,2444,12.653794860265027,20.59169996639837,0.009210604027909831,0.012187565999253221,27.22019195556641,0.011949521116912366,0.5078014184397164,0.7311639549436796,0.8014184397163121,0.8322903629536922
separate,42,wk inc rsv prop ed visits,reconstruction,4,510,0.00022636304173405468,0.00028144775573164224,0.021278390849102956,0.02636351073362243,,,0.2072,0.3752,0.5024000000000001,0.5504
separate,42,wk inc rsv prop ed visits,reconstruction,11,306,0.0002269124700766111,0.0002728131088272979,0.02128522868492181,0.025685585692055053,,,0.2,0.30533333333333335,0.3373333333333334,0.40399999999999997
separate,42,wk inc rsv prop ed visits,revision,4,2201,0.00012963990980870754,0.00017516421886395393,0.010907923407463181,0.0147039718861037,0.00024230277340393515,0.02110244520008564,0.32170542635658916,0.5487004103967168,0.6480164158686731,0.7203374373005016
separate,42,wk inc rsv prop ed visits,revision,11,2405,0.00012350513712618347,0.0001732941392092691,0.010822310954848483,0.015252545763398337,9.372131316922606e-05,0.008121032547205687,0.2305798915310805,0.46537338339591156,0.5765123070504797,0.6778055903212349
separate,43,wk inc covid hosp,reconstruction,4,416,554.1391815845653,857.5229900079615,0.08298353489985362,0.12703097189962612,,,0.16617647058823531,0.38333333333333336,0.5450980392156863,0.6504901960784314
separate,43,wk inc covid hosp,reconstruction,11,312,499.14592292355314,780.6416734284046,0.0751739455934723,0.1148301496604281,,,0.21895424836601307,0.49215686274509807,0.6483660130718955,0.7032679738562092
