config_id,rank,wk inc flu hosp_mean,wk inc covid hosp_mean,wk inc rsv hosp_mean,wk inc flu prop ed visits_mean,wk inc covid prop ed visits_mean,wk inc rsv prop ed visits_mean,combined_mean,wk inc flu hosp_sd,wk inc covid hosp_sd,wk inc rsv hosp_sd,wk inc flu prop ed visits_sd,wk inc covid prop ed visits_sd,wk inc rsv prop ed visits_sd,combined_sd,seeds,states_dc_combined_mean,US_combined_mean,candidate
forward:separate:100:64:128:8,1.0,0.9567127669555698,0.9825371398693612,1.2800127765185283,0.9925807713768396,1.0565358523600217,1.0867880869503834,1.0638255641526848,0.0493334781783497,0.0486513928769053,0.0835023888475939,0.0623257079275774,0.0297381132543361,0.2801240212533412,0.0364849384854504,3,1.074948860823505,1.019332377469404,separate
forward:direct:100:64:128:8,2.0,1.0050594359743048,1.1620642004747357,1.4685035200856629,1.2344661767012357,1.316063497446736,1.3400716285094811,1.2402061795252066,0.0926123605963489,0.0166033010064846,0.2107333418847683,0.0694974115342376,0.1437125910401325,0.3184489299879524,0.097652145789141,3,1.2255299701751337,1.298911016925498,direct
forward:joint:100:64:128:8,3.0,1.1650252993013333,1.1522194395750172,1.444785120374414,1.1373597006653582,1.6912608261641413,1.096903380714369,1.2721759584494887,0.0909274015212838,0.1514842510667143,0.0735918175000792,0.0677813492122166,0.1650177513009857,0.1668970118953599,0.0145376947779179,3,1.2472295610429407,1.3719615480756795,joint
