candidate,seed,target,season,kind,age_days,geography,location,wis,ae_median,scaled_wis,scaled_ae,baseline_ae,baseline_scaled_ae,covered_50,covered_80,covered_90,covered_95,n,denominator_near_zero,mae_ratio,wis_ratio
joint,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,SD,0.2534937938303155,0.3212574720704619,0.0066884889866852225,0.008476448402803668,,,0.0,0.0,0.0,0.125,8,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,TN,8.271650031352834,10.032502174041046,0.0345371608824753,0.04188936189578725,,,0.0,0.0,0.125,0.125,8,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,TX,32.32687592729278,45.70305109024048,0.03732463919200243,0.052768782722882046,,,0.5,0.5,0.75,0.875,8,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,UT,1.1249999999345157,1.125000000078435,0.005561049542180263,0.005561049542891678,,,0.0,0.0,0.0,0.0,8,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,VA,13.270753848287075,16.693535268306732,0.08966722799761569,0.1127941223310917,,,0.0,0.125,0.125,0.375,8,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,VT,0.40951230370426167,0.46683284641480627,0.031023657578415857,0.03536612268428757,,,0.0,0.0,0.0,0.0,8,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,WA,3.9671052372131657,5.484958752989769,0.02960527644907343,0.04093254665159813,,,0.0,0.125,0.25,0.25,8,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,WI,3.3319684355414436,4.277302384376526,0.01728647696778959,0.022190933252277695,,,0.625,0.75,0.75,0.75,8,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,WV,1.9161418529880183,1.947914838695521,0.019522587591894413,0.01984630626416466,,,0.125,0.125,0.125,0.125,8,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,WY,0.04541993028176421,0.0754803717709332,0.0010513877206770454,0.0017472315686041374,,,0.0,0.0,0.125,0.125,8,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,US,US,118.322328605099,186.30026245117188,0.012499717790523876,0.019680991173798002,,,0.6666666666666666,0.8333333333333334,0.8333333333333334,1.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,AK,0.833333333308425,0.8333333333313547,0.03046922778064998,0.03046922778148836,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,AL,3.275792310341545,5.832459131876628,0.020480106269741245,0.03646427230983454,,,0.3333333333333333,0.8333333333333334,1.0,1.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,AR,1.283835017983464,1.8502171834309895,0.017610905227864956,0.025380207746280737,,,0.8333333333333334,0.8333333333333334,1.0,1.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,AZ,2.1217681136036264,2.507093926270803,0.006392794057591856,0.007553763793003601,,,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,CA,4.4353983829332435,6.187768936157227,0.006151304983041974,0.008581608821736626,,,0.6666666666666666,0.6666666666666666,1.0,1.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,CO,1.3333333328298254,1.333333333088164,0.005995203587869141,0.0059952035890307375,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,CT,1.4999999999073081,1.499999999999888,0.01182965982915987,0.011829659829889995,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,DC,0.7586690819414631,1.027778188387553,0.07902804193007137,0.10706024497380441,,,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,DE,0.805128921477691,1.3133989771207173,0.011770886463487326,0.01920173257790085,,,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,FL,43.34352461718131,68.30619049072266,0.07174891903601625,0.11307099213696285,,,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,GA,9.183390624799591,14.920180638631185,0.022546992909285093,0.036631917426665224,,,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,HI,2.1857426347767093,3.5460642178853354,0.0860528544673415,0.1396088190889442,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,IA,0.7286477666963701,1.1279003421465557,0.007450385930057226,0.011532722974963988,,,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,ID,0.8333333331839036,0.8333333332619973,0.012254901958586818,0.012254901959735255,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,IL,3.8002253193095115,5.108848571777344,0.00794361287231223,0.010679028706865783,,,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,IN,1.1941782359627708,2.116361935933431,0.005533726295816572,0.009807051697687448,,,0.0,0.8333333333333334,0.8333333333333334,1.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,KS,1.9253737834311915,2.7223971684773765,0.02054827843509752,0.02905439739036179,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,KY,0.9114692909821221,1.5464038848876953,0.00533959519565606,0.009059187002771073,,,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,LA,3.2210411053550416,5.198963801066081,0.01971261091854423,0.03181739916936419,,,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,MA,4.710720031192337,7.519138336181641,0.019326032107012038,0.0308477489513064,,,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,MD,3.6329561359208564,5.0536536773045855,0.022322315312711876,0.031051641320586642,,,0.0,0.16666666666666666,0.5,0.6666666666666666,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,ME,0.3333333333312498,0.33333333334639786,0.013550136341752726,0.013550136342368499,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,MI,2.451779202551082,3.363301674524943,0.0069025313014968075,0.009468754388906426,,,0.5,0.5,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,MN,3.544362953197265,4.57594108581543,0.016958674417211796,0.021894454956054688,,,0.3333333333333333,0.3333333333333333,0.5,0.5,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,MO,1.7902182374937812,2.2449382543563843,0.0097136085709837,0.012180890023427164,,,0.3333333333333333,0.5,0.5,0.6666666666666666,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,MS,1.6666666665598162,1.6666666666300038,0.02167316818581516,0.021673168186727876,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,MT,0.4999999999946782,0.500000000027169,0.009345794392423891,0.009345794393031195,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,NC,3.4750539694143376,5.184712489446004,0.006579672839854499,0.009816743063421134,,,0.3333333333333333,0.5,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,ND,0.3333333333329507,0.3333333333525661,0.009009020154950413,0.00900902015548056,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,NE,0.5689033254808274,0.8626476128896078,0.007350171294418596,0.011145316677663901,,,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,NH,0.6666666666335995,0.6666666666658052,0.014275516087483361,0.01427551608817299,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,NJ,4.703516605746919,7.253907839457194,0.009754287390517856,0.015043361744262358,,,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,NM,0.16666666673381988,0.16666666681742393,0.0010642829435310289,0.0010642829440648991,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,NV,1.6666666664649654,1.6666666665725856,0.02027575471685064,0.020275754718159886,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,NY,5.290234026701554,6.849809646606445,0.006160028642272909,0.007976022120050037,,,0.8333333333333334,1.0,1.0,1.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,OH,5.6171386258174545,6.495345989863078,0.011598465091178801,0.013411818496395318,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,OK,1.1666666663987384,1.1666666665388616,0.008534503015492271,0.008534503016517312,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,OR,0.767153672180746,1.1253808935483296,0.005238332864650745,0.0076844052680690444,,,0.3333333333333333,0.5,0.5,0.6666666666666666,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,PA,5.190060379055963,6.432895024617513,0.005905848988034173,0.007320089516603626,,,1.0,1.0,1.0,1.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,RI,1.407803220377452,2.016790250937144,0.025161808778918954,0.03604629532504027,,,0.16666666666666666,0.3333333333333333,0.5,0.5,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,SC,7.576116004240686,10.459163586298624,0.03556861973821918,0.04910405439576818,,,0.0,0.3333333333333333,0.5,0.6666666666666666,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,SD,4.124546946044389e-11,5.5473185651503755e-11,1.0882706991300281e-12,1.4636720910603045e-12,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,TN,5.3333333326426,5.333333332951271,0.022268615167610018,0.022268615168898834,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,TX,19.831430237949757,29.29063351949056,0.022897386680904363,0.033818991054967454,,,0.5,0.5,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,UT,0.3333333332751243,0.3333333334432973,0.0016477183826764004,0.001647718383507706,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,VA,11.63942750743334,14.039038260777792,0.07864475613082503,0.09485833728721427,,,0.0,0.0,0.0,0.3333333333333333,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,VT,0.1666666666721753,0.16666666667887534,0.012626261896901662,0.012626261897409244,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,WA,1.9029505399085471,2.6112431287765503,0.01420112990057261,0.019486897896734388,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,WI,1.3514144343569658,2.0542168617248535,0.007011229231423948,0.010657415625031667,,,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,WV,1.4999999998020204,1.4999999999029052,0.015282731462867148,0.015282731463895013,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,reconstruction,11,states_dc,WY,4.7775612707363005e-11,6.409904204640604e-11,1.1059174295674986e-12,1.4837747503503045e-12,,,0.0,0.0,0.0,0.0,6,False,,
joint,42,wk inc rsv hosp,2025-2026,revision,4,US,US,117.11035547626882,199.15054863823784,0.012371683443510334,0.02103851137103717,312.73334,0.03303754,0.4666666666666667,0.8666666666666667,0.9333333333333333,0.9555555555555556,45,False,0.6368062653391596,0.37447352574887705
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,AK,0.8723705054805097,1.1884730683484432,0.031896546769681074,0.043454227958110894,1.2222222,0.0446882,0.1111111111111111,0.3111111111111111,0.3333333333333333,0.5111111111111111,45,False,0.9723870664594146,0.7137576940373759
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,AL,5.454978943574256,6.329959450827705,0.03410428314118408,0.03957462194011555,6.4,0.040012512,0.6888888888888889,0.7777777777777778,0.8222222222222222,0.8444444444444444,45,False,0.9890561494537438,0.852340447232615
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,AR,3.6045257663273276,4.372196759116333,0.049444796857072086,0.05997526293005959,4.733333,0.06492913,0.5333333333333333,0.6666666666666666,0.7333333333333333,0.7555555555555555,45,False,0.9237035840836386,0.7615195638979674
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,AZ,2.3382550995408193,3.360509321416572,0.007045059829884351,0.01012506686413858,3.6888888,0.011114461,0.6444444444444445,0.8,0.8444444444444444,0.8888888888888888,45,False,0.9109814674123432,0.6338643515103168
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,CA,9.490408224667904,17.497935761345758,0.013161928278671346,0.024267299157586072,22.266666,0.030880895,0.4888888888888889,0.8444444444444444,0.9555555555555556,0.9777777777777777,45,False,0.7858354473590141,0.42621594310150707
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,CO,1.1912481342641748,1.5725064516337566,0.005356331318459968,0.007070622243256637,1.7333333,0.007793764,0.7111111111111111,0.8444444444444444,0.8444444444444444,0.8444444444444444,45,False,0.9072152522388222,0.6872585326964392
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,CT,1.0246002482728853,1.144569431417259,0.008080448265793315,0.009026578016905195,0.8666667,0.0068349144,0.7777777777777778,0.8666666666666667,0.8666666666666667,0.8666666666666667,45,False,1.3206570241403306,1.182231044858489
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,DC,0.6954411339854645,0.8172112133799599,0.07244179630446597,0.08512618159085467,0.82222223,0.085648164,0.26666666666666666,0.28888888888888886,0.3111111111111111,0.37777777777777777,45,False,0.9939055169774896,0.8458067736765893
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,DE,2.2919995444123917,2.852706841640816,0.033508753308882956,0.041706225488631885,2.8444445,0.04158543,0.4222222222222222,0.6,0.6,0.6,45,False,1.0029047247296263,0.8057810703209869
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,FL,15.681694578861844,26.14019266764323,0.02595877111111282,0.04327129793577383,32.88889,0.054442786,0.4444444444444444,0.7777777777777778,0.8444444444444444,0.9333333333333333,45,False,0.7948031451920801,0.4768082749691803
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,GA,5.254524500892934,7.633757781982422,0.012900869788045551,0.018742345786397795,8.755555,0.021496575,0.5777777777777777,0.8222222222222222,0.8666666666666667,0.9333333333333333,45,False,0.8718759289021242,0.6001360746561799
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,HI,0.494890017727147,0.6988840606477525,0.019483857795162967,0.02751511884500052,0.5777778,0.022747153,0.6666666666666666,0.9111111111111111,0.9111111111111111,0.9111111111111111,45,False,1.2096069753570453,0.8565403779884501
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,IA,1.8988842044026604,3.1698781252024837,0.019415993304189687,0.03241184075960527,3.711111,0.03794592,0.4222222222222222,0.6666666666666666,0.7777777777777778,0.8222222222222222,45,False,0.8541587860077267,0.5116753902638508
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,ID,2.388273031020512,3.1713956409206863,0.03512166222088988,0.04663817119001009,3.3333333,0.04901961,0.26666666666666666,0.4222222222222222,0.4444444444444444,0.5111111111111111,45,False,0.9514187149597957,0.7164819263884138
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,IL,5.464949756983826,7.1786701997239515,0.011423387191158452,0.015005577883727316,10.177778,0.021274615,0.7555555555555555,0.8666666666666667,0.8888888888888888,0.8888888888888888,45,False,0.7053278257406356,0.536949187333253
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,IN,3.5409651280560905,5.04704372353571,0.016408548784089844,0.02338759636374435,6.266667,0.029039232,0.7111111111111111,0.8222222222222222,0.8666666666666667,0.8666666666666667,45,False,0.8053792889871516,0.565047606753101
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,KS,1.5317811569578828,2.473981160598969,0.016347716991717963,0.026403212803998426,2.8,0.029882602,0.4888888888888889,0.7333333333333333,0.8,0.8222222222222222,45,False,0.8835647152609349,0.547064708229986
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,KY,2.891545912829574,4.875666488541497,0.016939336099329485,0.028562767407978508,5.866667,0.034368273,0.4888888888888889,0.8666666666666667,0.8888888888888888,0.9333333333333333,45,False,0.8310794970791376,0.4928771335494896
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,LA,4.401537265642253,6.037260550922817,0.02693718854342747,0.03694773346926893,6.711111,0.041071665,0.4444444444444444,0.5555555555555556,0.7333333333333333,0.8444444444444444,45,False,0.8995918096270265,0.6558582059763299
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,MA,1.7771227058621422,2.421897217962477,0.00729076027532437,0.009935989208507244,2.8222222,0.0115783475,0.7111111111111111,0.8222222222222222,0.8888888888888888,0.9111111111111111,45,False,0.85815255432372,0.6296891453821828
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,MD,2.129128007682562,3.6284372780177288,0.013082202193054924,0.022294549667547712,4.2,0.025806457,0.5333333333333333,0.8666666666666667,0.9111111111111111,0.9111111111111111,45,False,0.8639136768562347,0.5069352629459024
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,ME,0.38360849599225233,0.5933271169708815,0.015593842267746637,0.02411898999079429,0.62222224,0.025293589,0.5555555555555556,0.6444444444444445,0.6666666666666666,0.7111111111111111,45,False,0.9535614034809271,0.616513631962538
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,MI,4.377935379899045,6.651831218958089,0.012325268100912477,0.01872700166204109,7.0666666,0.019894894,0.5333333333333333,0.8,0.8888888888888888,0.9111111111111111,45,False,0.9412968790760565,0.6195191631066527
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,MN,1.173101361439424,1.4703696250915528,0.005612925174351311,0.007035261364074415,1.4666667,0.0070175435,0.8,0.9777777777777777,1.0,1.0,45,False,1.002524722651466,0.7998418200089572
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,MO,5.583840222494657,9.19168717333484,0.03029755652593504,0.049873501140118064,12.911111,0.07005485,0.5333333333333333,0.7555555555555555,0.8444444444444444,0.9111111111111111,45,False,0.7119207061418472,0.4324833296887956
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,MS,0.7769051157664042,1.2022109429112506,0.01010279714370298,0.01563343197732804,1.2222222,0.015893657,0.5111111111111111,0.7777777777777778,0.8222222222222222,0.8222222222222222,45,False,0.9836271457689771,0.6356496470611801
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,MT,1.260606852446872,1.6369992547758945,0.02356274490554901,0.030598116911698964,1.7333333,0.032398753,0.35555555555555557,0.5111111111111111,0.5777777777777777,0.6,45,False,0.944422638325789,0.7272731774349094
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,NC,2.892890639876398,4.574333466423882,0.005477403844485312,0.008661050428100014,4.4,0.008330967,0.5777777777777777,0.9111111111111111,0.9111111111111111,0.9111111111111111,45,False,1.039621219835881,0.6574751311760644
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,ND,0.6744681425920819,0.9397292918727718,0.018228891271473032,0.025398120392066396,0.9777778,0.02642646,0.4666666666666667,0.5333333333333333,0.6,0.6222222222222222,45,False,0.961086774477034,0.689796963080195
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,NE,0.9089300912550962,1.2624467319971506,0.011743281443696943,0.0163106793626411,1.4666667,0.01894918,0.6222222222222222,0.7777777777777778,0.8,0.8444444444444444,45,False,0.8607591167961512,0.619725048787205
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,NH,2.1137052099436984,2.6857468896563934,0.045261349095367984,0.05751063439814993,2.7555556,0.059005465,0.37777777777777777,0.4666666666666667,0.4888888888888889,0.5333333333333333,45,False,0.974666183719664,0.7670704184442958
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,NJ,2.7793656451137747,3.616607983907064,0.005763928043253211,0.007500225174238291,1.3555555,0.0028111897,0.6222222222222222,0.9111111111111111,0.9111111111111111,0.9333333333333333,45,False,2.6679895380362457,2.0503517374670106
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,NM,1.4776396166689096,1.948919640665696,0.00943575984043684,0.012445211586224313,2.1111112,0.013480918,0.6,0.7111111111111111,0.7333333333333333,0.7555555555555555,45,False,0.9231724381993863,0.6999345376981785
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,NV,3.617361148487979,4.5462415589322855,0.044006836426730166,0.05530708724617152,4.733333,0.057583142,0.4222222222222222,0.5111111111111111,0.6,0.6444444444444445,45,False,0.9604736139424063,0.7642312644819259
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,NY,27.731211409154145,41.53677140341865,0.03229064266403044,0.04836604586132722,47.933334,0.0558143,0.4222222222222222,0.7111111111111111,0.7777777777777778,0.8444444444444444,45,False,0.8665529316115874,0.5785370824889248
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,OH,3.579056666811307,5.382398467593723,0.007390161891067907,0.011113765369127787,6.977778,0.014407961,0.6222222222222222,0.8444444444444444,0.9333333333333333,0.9777777777777777,45,False,0.7713628177989549,0.5129221205370805
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,OK,2.6672746938299134,4.140099785069633,0.019511883362456062,0.030286023521340136,4.577778,0.033487763,0.3111111111111111,0.5777777777777777,0.6666666666666666,0.7333333333333333,45,False,0.9043907130007606,0.5826570825227463
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,OR,6.105739792393988,7.877255098028291,0.04169164350942147,0.05378802938652591,8.133333,0.055536598,0.26666666666666666,0.4,0.4666666666666667,0.5555555555555556,45,False,0.9685149862108205,0.7507057239161258
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,PA,10.460653573096087,14.463362206353082,0.011903337496447924,0.016458080795102248,15.488889,0.017625043,0.7111111111111111,0.9111111111111111,0.9333333333333333,0.9555555555555556,45,False,0.9337895344614152,0.675365014774565
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,RI,0.8683506756616362,1.4076147794776759,0.01552011910314075,0.02515844075573385,1.7111111,0.030582862,0.37777777777777777,0.7333333333333333,0.7333333333333333,0.7333333333333333,45,False,0.8226320343576818,0.5074776801650712
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,SC,2.8335397659534483,3.534280930639913,0.013303003596025579,0.016592868218966727,3.711111,0.017423056,0.6444444444444445,0.8222222222222222,0.8444444444444444,0.8444444444444444,45,False,0.9523511598518669,0.7635286881689854
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,SD,0.7428584447626011,1.0541070885225474,0.01960048193442822,0.02781284522132835,1.0666667,0.028144233,0.4222222222222222,0.5555555555555556,0.5777777777777777,0.6444444444444445,45,False,0.9882253439499202,0.6964297556432963
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,TN,2.156173631233206,3.062169872401107,0.00900281265650608,0.01278567796409648,2.5777779,0.010763164,0.6,0.8666666666666667,0.9111111111111111,0.9333333333333333,45,False,1.1879106872976737,0.8364466397819272
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,TX,26.57134459894982,39.79754384358724,0.030679297691269976,0.045950278895823655,45.2,0.05218796,0.3333333333333333,0.5777777777777777,0.7333333333333333,0.7777777777777778,45,False,0.880476618845949,0.5878615962488278
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,UT,0.6955974592254489,0.7211651882111133,0.0034384461621267564,0.0035648314133077284,0.64444447,0.0031855889,0.5333333333333333,0.6,0.6222222222222222,0.6444444444444445,45,False,1.1190493931824632,1.079375332268023
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,VA,2.8135172180646086,4.303003766805286,0.019010245593544767,0.029074340783024233,5.133333,0.034684673,0.4666666666666667,0.6666666666666666,0.7555555555555555,0.8,45,False,0.8382475078040199,0.5480877833293976
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,VT,0.6965122843623486,1.0035177469304435,0.05276607909886554,0.07602406734308205,1.0,0.07575757,0.24444444444444444,0.28888888888888886,0.35555555555555557,0.37777777777777777,45,False,1.0035177469304435,0.6965122843623486
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,WA,2.978446606689599,3.523481898853106,0.022227223606952718,0.02629465301306986,3.2,0.023880608,0.4222222222222222,0.5111111111111111,0.5333333333333333,0.5555555555555556,45,False,1.1010880769841047,0.930764550721027
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,WI,2.7414492316409538,3.8808283779404342,0.014222823510458903,0.02013399936674674,4.733333,0.024556851,0.6444444444444445,0.8,0.8222222222222222,0.8666666666666667,45,False,0.8198933578281105,0.5791794423638629
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,WV,3.190735477389027,3.8387082709255416,0.032508768984277195,0.03911063178439016,3.7333333,0.03803702,0.6888888888888889,0.7777777777777778,0.7777777777777778,0.7777777777777778,45,False,1.028225425334555,0.8546612849476478
joint,42,wk inc rsv hosp,2025-2026,revision,4,states_dc,WY,0.5032442648191371,0.63192036683458,0.011649177734304446,0.014627792469385642,0.73333335,0.016975317,0.35555555555555557,0.5333333333333333,0.5777777777777777,0.6,45,False,0.8617095724610117,0.6862421644249249
joint,42,wk inc rsv hosp,2025-2026,revision,11,US,US,68.46251468047954,108.4686087750374,0.007232465104635489,0.011458758585995923,126.0,0.013310797,0.2765957446808511,0.6808510638297872,0.8297872340425532,0.9361702127659575,47,False,0.8608619744050587,0.543353291114917
joint,42,wk inc rsv hosp,2025-2026,revision,11,states_dc,AK,0.6279866618975799,0.7658750934861763,0.022961122374167173,0.02800274721078529,0.70212764,0.025671944,0.40425531914893614,0.425531914893617,0.48936170212765956,0.5531914893617021,47,False,1.0907918372472494,0.8944052764269613
