candidate,seed,target,season,kind,age_days,geography,location,wis,ae_median,scaled_wis,scaled_ae,baseline_ae,baseline_scaled_ae,covered_50,covered_80,covered_90,covered_95,n,denominator_near_zero,mae_ratio,wis_ratio
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,OK,0.00014846482615022986,0.00026366597779309124,0.002592820225953175,0.004604716806295126,3.513508e-05,0.00061360624,0.6216216216216216,0.918918918918919,1.0,1.0,37,False,7.5043513388226915,4.225544100205669
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,OR,0.0001233534962713136,0.00012627261457964778,0.0022213847507550283,0.002273953061275557,0.00028108136,0.005061793,0.8648648648648649,0.9459459459459459,0.972972972972973,0.972972972972973,37,False,0.44923866330112544,0.4388533488668011
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,PA,9.70382331503193e-05,0.00014084136440745883,0.0018219730245155337,0.0026444130149077,0.00030270277,0.005683495,0.6486486486486487,0.8648648648648649,0.918918918918919,0.972972972972973,37,False,0.4652794031021912,0.32057266264228784
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,RI,0.0005519645348093006,0.0007395511797890445,0.01352855067834678,0.018126265337797303,0.000910811,0.022323815,0.5675675675675675,0.6756756756756757,0.7297297297297297,0.7567567567567568,37,False,0.8119699606373629,0.6060143420096635
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,SC,0.00023052224328422145,0.00031958482734783475,0.0023458063029108654,0.0032521117772696304,0.00029459462,0.0029978103,0.7027027027027027,0.7297297297297297,0.8918918918918919,0.8918918918918919,37,False,1.0848291441612414,0.782506635147508
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,SD,0.0010793553113017205,0.0012693432272990813,0.01832832928449498,0.021554478308837163,0.0015837839,0.026893938,0.32432432432432434,0.40540540540540543,0.4594594594594595,0.4864864864864865,37,False,0.801462394873594,0.6815041622399466
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,TN,0.0006380938814254478,0.0008570989357886483,0.009435074499839819,0.012673358181768036,0.0011486488,0.016984314,0.21621621621621623,0.4864864864864865,0.5675675675675675,0.6756756756756757,37,False,0.7461801562871938,0.5555169564291143
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,TX,0.00012535291557013115,0.00014075352432760033,0.0018835901844440174,0.0021150043111764923,0.00036756747,0.0055231783,0.8108108108108109,0.972972972972973,0.972972972972973,1.0,37,False,0.38293248709414895,0.3410337606328806
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,UT,0.00020873516038583852,0.0002961699737588296,0.0040296379297852765,0.005717569372194081,0.00046756782,0.009026409,0.7027027027027027,0.8648648648648649,0.9459459459459459,0.9459459459459459,37,False,0.6334267681302583,0.4464275576632827
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,VA,0.0001228879088632758,0.00013467378606012948,0.001772251783943849,0.0019422240951393007,0.00027837857,0.0040146904,0.8108108108108109,0.918918918918919,0.9459459459459459,0.9459459459459459,37,False,0.4837792783444725,0.44144169111420994
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,VT,0.0022028184853020915,0.0024436905191946977,0.03792738675829326,0.042074640310802255,0.002656757,0.045743145,0.1891891891891892,0.32432432432432434,0.3783783783783784,0.40540540540540543,37,False,0.9198020786033937,0.829138143988278
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,WA,0.00019323644629987692,0.00031850436180074876,0.0036384202869594504,0.005997071223626902,0.00053243246,0.010025092,0.5405405405405406,0.8378378378378378,0.8918918918918919,0.8918918918918919,37,False,0.598206131576963,0.36293137829315963
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,WI,0.00015699990568757106,0.0002736905774548398,0.0024344851452898337,0.004243923856524658,0.00028918908,0.0044842483,0.6756756756756757,0.9459459459459459,1.0,1.0,37,False,0.9464070391998857,0.542897082092469
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,WV,0.0005893280756826425,0.0007926388810832381,0.008941410594766701,0.01202608526826449,0.0010918919,0.016566416,0.16216216216216217,0.40540540540540543,0.5135135135135135,0.5675675675675675,37,False,0.7259316433224172,0.5397311545601715
separate,42,wk inc flu prop ed visits,2025-2026,revision,4,states_dc,WY,0.007002200170622322,0.007088187797996921,0.1259841754784921,0.1275312721155735,0.007127273,0.1282345,0.21212121212121213,0.36363636363636365,0.48484848484848486,0.5757575757575758,33,False,0.9945161215180797,0.9824515312289659
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,US,US,0.00023796692251155287,0.0004058887499796097,0.004272298033842325,0.007287053554312444,0.00019767438,0.003548913,0.27906976744186046,0.627906976744186,0.7906976744186046,0.9302325581395349,43,False,2.0533199533297735,1.2038328981771436
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,AK,0.0003587332658382101,0.0005541205065064999,0.006659240597939157,0.01028625478726276,0.000597674,0.011094748,0.46511627906976744,0.9069767441860465,0.9534883720930233,0.9767441860465116,43,False,0.9271283572223822,0.6002156201264833
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,AL,0.00020006137636030625,0.0002764015983746842,0.0023839538507516027,0.0032936325181153903,0.0004162792,0.0049604294,0.7674418604651163,0.9069767441860465,0.9302325581395349,0.9534883720930233,43,False,0.6639813041468888,0.48059423088091785
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,AR,0.00026152498652483536,0.0003909456692866136,0.0038051065153923936,0.005688136851220778,0.00018837211,0.0027407554,0.4418604651162791,0.7906976744186046,0.813953488372093,0.8837209302325582,43,False,2.0753903758805845,1.3883423777947648
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,AZ,0.00011605853557955573,0.00011402360558899683,0.001821384155451927,0.0017894486392596065,0.00011395357,0.0017883494,0.813953488372093,0.9767441860465116,0.9767441860465116,1.0,43,False,1.0006146234735294,1.018472160040454
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,CA,8.586037322830341e-05,9.60590212259355e-05,0.0016078728701476811,0.0017988588723162936,0.00013720928,0.0025694636,0.7906976744186046,0.8837209302325582,0.9069767441860465,0.9302325581395349,43,False,0.7000912799854284,0.6257621390087628
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,CO,0.00020800590148499083,0.0003638420511865555,0.004552547630214313,0.007963275349767854,6.511614e-05,0.0014251727,0.4186046511627907,0.8372093023255814,0.9302325581395349,0.9767441860465116,43,False,5.587586375742142,3.194383214972497
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,CT,0.0002107665064521355,0.0003732959056262273,0.0035626525926540707,0.0063099381794253446,3.0232512e-05,0.0005110297,0.37209302325581395,0.8604651162790697,0.9767441860465116,0.9767441860465116,43,False,12.347498978135652,6.971518261571097
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,DC,0.00025410784203443214,0.0003514639616315795,0.005313840900146844,0.007349728207099018,0.00047674432,0.009969561,0.46511627906976744,0.7674418604651163,0.7906976744186046,0.813953488372093,43,False,0.7372168877755044,0.533006546657959
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,DE,0.0001713441406069201,0.00030375676088137984,0.002825132080014176,0.005008359005726765,2.558145e-05,0.00042178843,0.3953488372093023,0.9767441860465116,0.9767441860465116,0.9767441860465116,43,False,11.874102444135595,6.69798385018814
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,FL,0.00013736225933583284,0.00014978488311604706,0.0023004908963693564,0.002508540276552704,0.00019534874,0.0032716265,0.8604651162790697,1.0,1.0,1.0,43,False,0.7667563419085037,0.703164306661242
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,GA,0.00015253115044042744,0.00025744430875124106,0.0026389483206430047,0.004454055609470581,2.5581392e-05,0.00044258486,0.46511627906976744,0.9302325581395349,0.9534883720930233,0.9534883720930233,43,False,10.06373337202247,5.962582107198785
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,HI,0.0002691072977455926,0.00031048695686771425,0.004592276083970225,0.00529841382360524,6.976746e-05,0.0011905715,0.8372093023255814,0.9534883720930233,0.9767441860465116,0.9767441860465116,43,False,4.450311746922691,3.8572034729629108
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,IA,0.00012836630961486539,0.00017733454229147715,0.0022247218187457438,0.0030733922836670216,0.00029069796,0.005038098,0.4418604651162791,0.7441860465116279,0.7674418604651163,0.7674418604651163,43,False,0.6100302170101903,0.441579664623056
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,ID,0.00015485719186915378,0.0002495511258995637,0.0037899482848315113,0.006107471342887088,0.000118604614,0.002902709,0.5813953488372093,0.9069767441860465,0.9534883720930233,0.9534883720930233,43,False,2.1040591749995645,1.3056590876616463
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,IL,9.007864546505014e-05,0.00011922392403966813,0.0014210229233915471,0.0018808001408368719,0.0002930234,0.0046225493,0.813953488372093,1.0,1.0,1.0,43,False,0.4068751106536946,0.30741111011354383
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,IN,0.00021704835195149202,0.0003768454521060596,0.003105572252601081,0.005391981874347716,3.720912e-05,0.0005323957,0.3023255813953488,0.7441860465116279,0.9069767441860465,0.9534883720930233,43,False,10.127771176013905,5.8332030555512056
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,KS,0.00010936333754113324,0.00018414961164654774,0.0019452754083714387,0.0032755191918173426,0.00021627916,0.0038470163,0.5581395348837209,0.9302325581395349,0.9534883720930233,0.9534883720930233,43,False,0.8514440687689228,0.5056582213645805
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,KY,0.00015218658073393523,0.0002543518738008949,0.0022861138706949005,0.003820818786579153,9.30232e-05,0.0013973743,0.4418604651162791,0.8604651162790697,0.9302325581395349,0.9302325581395349,43,False,2.7342843388118485,1.6360067573312291
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,LA,0.00015490282346476605,0.0002197282467319002,0.0022195566766010596,0.0031484209658874645,0.0001534883,0.0021992885,0.7674418604651163,0.9534883720930233,1.0,1.0,43,False,1.431563446020974,1.009215806596635
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,MA,0.00010678403163113357,0.00011740292038032135,0.0018114353434089462,0.001991569302524217,0.00024186031,0.0041028075,0.7441860465116279,0.8372093023255814,0.8837209302325582,0.9069767441860465,43,False,0.48541623055784877,0.4415111817511764
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,MD,0.00014159014583419333,0.00024847825853760506,0.0022463927609457325,0.0039422218117136825,6.5116124e-05,0.0010330973,0.5581395348837209,0.9534883720930233,1.0,1.0,43,False,3.8159251736247697,2.174425259601259
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,ME,0.00021980251013768622,0.0003021556772711297,0.004002233211102839,0.005501745570331621,0.0005372093,0.009781676,0.5813953488372093,0.7674418604651163,0.8837209302325582,0.8837209302325582,43,False,0.5624543238347623,0.40915621157017473
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,MI,0.00019748724896438227,0.000334216839820688,0.003095899521483977,0.005239334488169249,7.906976e-05,0.0012395334,0.3953488372093023,0.6744186046511628,0.8604651162790697,0.8837209302325582,43,False,4.226860456395829,2.4976331047166895
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,MN,0.00019224234017156463,0.0003445408839006843,0.002698896190813404,0.00483702018145003,7.4418414e-05,0.0010447623,0.4883720930232558,0.9767441860465116,1.0,1.0,43,False,4.629779960814184,2.5832630486978494
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,MO,9.658385133134551e-06,1.2529140803962946e-05,0.00015498057656166035,0.00020104535477249237,0.0,0.0,1.0,1.0,1.0,1.0,6,True,,
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,MS,0.00018322011843395275,0.00031254514591595115,0.002444566010650316,0.004170051013122219,0.00020697691,0.0027615349,0.627906976744186,0.9534883720930233,0.9534883720930233,0.9767441860465116,43,False,1.5100483665214428,0.8852200847472363
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,MT,0.00012053131406046912,0.00014981941531850892,0.001690007448079738,0.002100665123655802,0.00029534884,0.004141179,0.627906976744186,0.9069767441860465,0.9534883720930233,0.9534883720930233,43,False,0.5072625759923054,0.40809814087225105
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,NC,0.00018055469738658523,0.00023340114912148133,0.0017983551465565377,0.0023247146920588034,0.0003116279,0.0031038662,0.8372093023255814,1.0,1.0,1.0,43,False,0.7489738613472925,0.579391958415926
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,ND,0.00016715596958610424,0.0002550854265410995,0.004209417894863501,0.006423708120384445,0.00014883719,0.003748104,0.4883720930232558,0.813953488372093,0.9302325581395349,0.9534883720930233,43,False,1.7138554009491698,1.1230792960643008
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,NE,0.0002061038118726283,0.0003214047552996077,0.005096534293252911,0.007947695593380497,0.00011162789,0.0027603342,0.4186046511627907,0.7209302325581395,0.7441860465116279,0.8604651162790697,43,False,2.879251442072317,1.8463469745420749
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,NH,0.00021884471907386796,0.0003791314991039419,0.0031892276614573912,0.005525089521872231,6.511635e-05,0.0009489416,0.3023255813953488,0.7906976744186046,0.8837209302325582,0.9069767441860465,43,False,5.8223702498017245,3.3608259526665556
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,NJ,0.00013912187815914346,0.00024166863633666273,0.002171405845577287,0.0037719494343933448,0.00013720946,0.002141557,0.5813953488372093,0.9534883720930233,1.0,1.0,43,False,1.7613118212331473,1.013937978499212
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,NM,0.0001870230232306339,0.00027756230515796083,0.0029447810280707662,0.004370372140379721,0.00026279042,0.004137781,0.5813953488372093,0.8604651162790697,0.8837209302325582,0.9302325581395349,43,False,1.0562116667696462,0.7116812889210886
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,NV,0.00010910611263915607,8.119645441860653e-05,0.0027897243607596907,0.00207610482510774,0.00017674408,0.004519154,0.7674418604651163,0.9302325581395349,1.0,1.0,43,False,0.4594012561637855,0.61731125528173
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,NY,0.00020934659707508519,0.0002731869165070875,0.004364116984877331,0.005694956015679771,0.00030000004,0.006253912,0.6976744186046512,0.813953488372093,0.8372093023255814,0.8372093023255814,43,False,0.9106229234293064,0.6978218894078896
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,OH,0.000219317125527088,0.0003626706607593765,0.003431656251054932,0.0056747097933098735,8.372097e-05,0.0013099825,0.37209302325581395,0.6511627906976745,0.813953488372093,0.8837209302325582,43,False,4.331897313355863,2.6196198635269954
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,OK,0.00014980927208256418,0.0002639597734615077,0.0026162999059315796,0.004609847714208606,1.3953554e-05,0.00024368774,0.37209302325581395,0.8372093023255814,1.0,1.0,43,False,18.91702796691368,10.736280579897192
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,OR,0.0001314692631959129,0.00019497843594615196,0.0023675357836153705,0.0035112269812296554,6.04652e-05,0.0010888745,0.7441860465116279,0.9534883720930233,0.9767441860465116,0.9767441860465116,43,False,3.2246388249107683,2.1742962924424867
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,PA,0.00016983244971384429,0.00028948273461008834,0.00318874460117885,0.0054352775849241105,6.7441964e-05,0.0012662786,0.3953488372093023,0.6046511627906976,0.8604651162790697,0.9302325581395349,43,False,4.29232359127347,2.518201410016301
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,RI,0.00027441806602069587,0.00039576572724103623,0.006725937046838578,0.009700146223312953,0.00039767465,0.009746932,0.4883720930232558,0.7441860465116279,0.7906976744186046,0.813953488372093,43,False,0.9951997825397104,0.6900567200010115
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,SC,0.00021097500477477258,0.0003163806727253507,0.0021468925900877973,0.003219506133658672,0.00013720941,0.0013962501,0.4883720930232558,0.813953488372093,0.8372093023255814,0.8837209302325582,43,False,2.3058233977971234,1.5376132118611898
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,SD,0.00025877544834859186,0.0003309914518044828,0.004394217157606583,0.0056205035130732686,0.0005558139,0.009438171,0.5581395348837209,0.8372093023255814,0.8604651162790697,0.9069767441860465,43,False,0.5955076960399521,0.465579307857184
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,TN,0.0001364809045150473,0.00022536119159181103,0.0020180533607819058,0.0033322677021936625,0.0001232559,0.0018225039,0.6046511627906976,0.9069767441860465,0.9302325581395349,0.9534883720930233,43,False,1.8284008338043871,1.1072971253439052
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,TX,0.00018829760418054097,0.00033026251692844683,0.0028294157928090763,0.004962622786608935,6.5116496e-05,0.0009784597,0.5116279069767442,0.9302325581395349,0.9534883720930233,0.9767441860465116,43,False,5.071871792523307,2.8917035942347495
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,UT,0.00023144529896021538,0.00028811553005822174,0.0044680577706057165,0.0055620781182084324,0.00032325575,0.0062404606,0.6046511627906976,0.8604651162790697,0.8837209302325582,0.8837209302325582,43,False,0.8912928229527441,0.7159820014828998
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,VA,0.00015153664962614107,0.0002580487810963288,0.0021854151487889803,0.00372150048668599,4.651162e-05,0.00067077635,0.4883720930232558,0.9534883720930233,0.9767441860465116,0.9767441860465116,43,False,5.548049630063793,3.25803845818429
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,VT,0.00027069875842598124,0.0003901327996403737,0.004660800049716306,0.006717175145289823,0.00047209312,0.008128341,0.46511627906976744,0.7441860465116279,0.7674418604651163,0.7906976744186046,43,False,0.8263895092766562,0.5734011965762861
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,WA,0.00011708672746558766,0.00012599040624187437,0.002204608564801359,0.0023722546072976005,0.000160465,0.003021372,0.7441860465116279,0.9302325581395349,0.9767441860465116,0.9767441860465116,43,False,0.7851581612830528,0.7296714280851029
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,WI,0.00020160981560056145,0.0003441093089519242,0.003126219083219774,0.005335856714885456,0.00012790659,0.001983356,0.37209302325581395,0.8604651162790697,0.9302325581395349,0.9767441860465116,43,False,2.6903172576323984,1.576226949135091
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,WV,9.746442096077693e-05,0.00012484628035075053,0.0014787508726476913,0.0018941942525856363,0.00033488378,0.005080928,0.7209302325581395,0.8837209302325582,0.8837209302325582,0.9069767441860465,43,False,0.3728048012669833,0.29103954066394105
separate,42,wk inc flu prop ed visits,2025-2026,revision,11,states_dc,WY,0.00486819798578384,0.004982087904576666,0.08758902835685779,0.08963814537219605,0.0048657893,0.08754569,0.18421052631578946,0.3684210526315789,0.47368421052631576,0.5,38,False,1.0239012782101156,1.0004950205003513
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,US,US,238.20960490516995,346.43631744384766,0.025164758599743285,0.03659796296681256,,,0.25,0.5,0.625,0.625,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,AK,1.0803325910051125,1.1409872174204865,0.03950027975421412,0.041717999308120715,,,0.0,0.0,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,AL,6.400077068287394,8.28727900981903,0.040012994132522885,0.05181169583684435,,,0.25,0.375,0.375,0.375,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,AR,4.971582461815814,6.301821351051331,0.0681972888580934,0.08644473551642157,,,0.375,0.5,0.625,0.625,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,AZ,2.6240513970443735,3.2002986073493958,0.007906151511227144,0.00964235902519774,,,0.0,0.375,0.5,0.625,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,CA,6.796648077498311,8.417044162750244,0.00942604284385592,0.01167331572740694,,,0.5,0.625,0.625,0.625,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,CO,1.7933317051669113,2.164330482260292,0.008063541507837158,0.00973170140811108,,,0.0,0.125,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,CT,2.2567026678718225,2.7434473037486233,0.01779734993208725,0.021636032243051686,,,0.0,0.125,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,DC,0.8189432313714338,1.0437929332256317,0.08530660016030996,0.108728447826258,,,0.0,0.125,0.375,0.375,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,DE,1.8415642501381428,2.643544763326645,0.026923444339583186,0.03864830145854675,,,0.0,0.125,0.5,0.5,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,FL,65.11227586995001,89.76667022705078,0.107783929685126,0.14859570399820157,,,0.25,0.375,0.5,0.5,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,GA,17.2642237362136,21.31731653213501,0.042386994746095134,0.05233811827595247,,,0.25,0.375,0.375,0.5,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,HI,3.0038304555675257,3.954097032546997,0.11826103445336646,0.15567310216569663,,,0.25,0.25,0.375,0.375,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,IA,1.8267063204361045,2.2451715618371964,0.01867797815373659,0.022956763719618745,,,0.0,0.125,0.5,0.5,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,ID,1.0715865430868439,1.1621180474076722,0.01575862563363006,0.017089971285406944,,,0.0,0.0,0.0,0.0,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,IL,11.6289513044448,14.034596979618073,0.02430800268713125,0.029336525036695718,,,0.0,0.125,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,IN,3.5146182330276656,4.5190673768520355,0.016286459382825243,0.02094099626233059,,,0.125,0.25,0.375,0.375,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,KS,1.9226291138128093,2.330237090587616,0.020518986338146684,0.024869124618418337,,,0.25,0.25,0.25,0.25,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,KY,2.4983943790910033,3.733804374933243,0.014636164657916154,0.02187347845853446,,,0.0,0.5,0.5,0.75,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,LA,9.75876998345489,12.469663262367249,0.059723185589775435,0.07631371725360701,,,0.125,0.25,0.25,0.25,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,MA,5.951306830851928,8.749971389770508,0.024415619296019334,0.03589732076931345,,,0.125,0.375,0.5,0.625,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,MD,5.397225778420334,6.235731393098831,0.033162683812381744,0.03831479300997555,,,0.125,0.125,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,ME,0.8749999999897129,0.8749999999996847,0.03556910789690505,0.035569107897310416,,,0.0,0.0,0.0,0.0,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,MI,5.380015420868345,7.304679960012436,0.015146439290470964,0.020564976658150685,,,0.0,0.125,0.375,0.5,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,MN,4.528136934540842,5.663581341505051,0.02166572695952556,0.027098475318205986,,,0.125,0.375,0.375,0.375,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,MO,3.0774316466599707,4.238090619444847,0.016697945420029614,0.022995606068273056,,,0.0,0.375,0.375,0.5,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,MS,1.6240592043539075,1.8047094344642132,0.021119104969163992,0.023468262661306714,,,0.125,0.125,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,MT,0.8089027974033579,0.9036894142940609,0.015119678456137532,0.016891390921384315,,,0.0,0.0,0.0,0.0,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,NC,7.271046126329381,7.844143509864807,0.01376701056611259,0.014852114084569667,,,0.375,0.375,0.375,0.375,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,ND,0.29249543245462606,0.32514750959564365,0.007905291738653066,0.008787781401847349,,,0.0,0.0,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,NE,0.604115500608864,0.912822499871254,0.007805108903759145,0.011793570954753063,,,0.0,0.5,0.75,0.75,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,NH,0.8344178481593156,0.9679401516825287,0.017867618123508584,0.020726767811625593,,,0.0,0.0,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,NJ,8.90098399784254,11.27941608428955,0.01845911543445465,0.023391575985712558,,,0.375,0.5,0.5,0.5,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,NM,0.5775998104449324,0.8285186292252391,0.0036883777571736632,0.00529066947076107,,,0.0,0.0,0.0,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,NV,1.9500477345422504,2.24306583396059,0.023723213733908365,0.027287911601182175,,,0.0,0.125,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,NY,12.08095121850138,20.710962772369385,0.01406724261275646,0.024116158801842112,,,0.5,0.625,1.0,1.0,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,OH,11.694138001890286,14.663591131567955,0.024146466808376704,0.030277897908574256,,,0.0,0.0,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,OK,1.8960451729969154,2.074742376671422,0.013870117071572517,0.015177338634975678,,,0.0,0.0,0.0,0.0,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,OR,2.328482145341219,2.5370135158023,0.01589950617328155,0.0173234147991658,,,0.125,0.125,0.5,0.5,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,PA,5.490916024083677,6.355153560638428,0.006248197222344016,0.007231626317173047,,,0.75,1.0,1.0,1.0,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,RI,1.8139102894326915,2.039773479104042,0.03242020133508563,0.03645707687738159,,,0.125,0.25,0.375,0.375,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,SC,15.376466092583925,18.61012840270996,0.0721899816553236,0.08737149484840356,,,0.0,0.125,0.125,0.125,8,False,,
separate,42,wk inc rsv hosp,2025-2026,reconstruction,4,states_dc,SD,0.2599008326977681,0.31259356442795627,0.006857540103301144,0.00824784931178471,,,0.0,0.0,0.0,0.0,8,False,,
