label,target,season,geography,horizon,wis_mean,wis_std,wis_ratio_mean,wis_ratio_std,bias_mean,bias_std,interval_coverage_50_mean,interval_coverage_50_std,interval_coverage_95_mean,interval_coverage_95_std,dispersion_mean,dispersion_std,underprediction_mean,underprediction_std,overprediction_mean,overprediction_std
anchor,wk inc flu hosp,2024-2025,US,2,4149.587777777778,229.26614917457576,0.9487539814789566,0.05241898316083186,-0.47530864197530853,0.1358599766004832,0.3950617283950617,0.05657500857970171,0.8641975308641975,0.056575008579701845,923.9408641975309,157.12590589460655,3140.182716049383,411.0058116286204,85.46419753086421,61.41364813632212
anchor,wk inc flu hosp,2024-2025,US,3,5060.399629629631,464.81639023652156,0.8660770978477639,0.07955237920954171,-0.49012345679012337,0.14511162787674484,0.3703703703703703,0.1111111111111111,0.8395061728395062,0.056575008579701686,1051.4465432098764,241.06797638406005,3897.0,721.1848340255998,111.95308641975309,90.10164427394633
anchor,wk inc flu hosp,2024-2025,US,all,3755.2835493827156,180.676285290321,0.9546957090318618,0.04593284954976029,-0.5219135802469137,0.10317878614954733,0.3796296296296296,0.05782405554072589,0.8734567901234568,0.041752312526137876,846.2804629629628,131.97408735507412,2840.91049382716,335.14186393021583,68.0925925925926,39.25168358074826
anchor,wk inc flu hosp,2024-2025,states_dc,0,61.50042120551924,1.6689254450565036,1.1187466709503961,0.03035921948374901,-0.4110748002904865,0.05515685365675481,0.3485838779956427,0.02453064016565652,0.7763253449527959,0.028322440087146017,13.186550472040667,1.302058777086125,45.873880416364074,0.492439083232244,2.4399903171145,0.406814386667408
anchor,wk inc flu hosp,2024-2025,states_dc,1,79.06725974340354,1.5269653089635356,0.9798237692125741,0.01892258451021278,-0.3772815298959089,0.05986448976956797,0.3628661341079642,0.0027494109638345186,0.7998063422900024,0.03499680016435711,15.864064391188572,1.718075187790668,59.49005083514888,3.1785317398899737,3.7131445170660857,1.3540826439427844
anchor,wk inc flu hosp,2024-2025,states_dc,2,96.50381989832971,3.9738269769476533,0.9235560453915627,0.03803012079487223,-0.3768942144759138,0.0694870937933172,0.3677075768579036,0.02349097757241957,0.7983539094650206,0.04420584549470232,18.43923505204551,2.8562515753172604,73.57380779472282,7.432004395491433,4.490777051561365,2.056765640879377
anchor,wk inc flu hosp,2024-2025,states_dc,3,112.77896877269427,7.7192430560976915,0.8602662983413785,0.058881586896318165,-0.40498668603243765,0.07267580889555886,0.35366739288307913,0.037986047438262935,0.7811667877027354,0.05504573500785246,20.322856451222464,4.154587233394936,87.73972403776325,13.051628213231355,4.716388283708545,2.2440150147309206
anchor,wk inc flu hosp,2024-2025,states_dc,all,87.46261740498669,2.7215719810757077,0.9423396232576193,0.029322757440930977,-0.3925593076736868,0.06070454428273132,0.35820624546114743,0.015098491565934506,0.7889130961026386,0.040336211946854376,16.953176591624306,2.3451156777657416,66.66936577099976,5.772456464980197,3.840075042362624,1.5093765480144443
anchor,wk inc flu hosp,2025-2026,US,0,1265.0203571428572,145.38329200692377,1.091101504999672,0.1253955541623332,-0.33035714285714285,0.3110988998858789,0.40476190476190466,0.1797579627445417,0.9166666666666666,0.054554472558998195,285.50130952380954,62.11783886408604,684.6714285714285,194.40962317136635,294.84761904761905,172.65867802876133
anchor,wk inc flu hosp,2025-2026,US,1,2394.8810714285714,306.90551985979016,1.0712422666158228,0.13728037214616015,-0.28690476190476183,0.266791531140768,0.38095238095238093,0.176174387939866,0.880952380952381,0.08987898137227084,390.0429761904761,67.61227415940688,1474.6761904761906,278.86740616480904,530.1619047619047,265.9738495406189
