target,season,model,geography,horizon,n,wis,ae_median,interval_coverage_50,interval_coverage_95,underprediction,dispersion,overprediction,bias,rwis,rwis_n,wis_ratio,rank
wk inc flu hosp,2024-2025,B0-fa4e4645314c-s43,states_dc,all,5508,96.59769331565154,141.00617283950618,0.334241103848947,0.7770515613652869,74.55467146600992,17.969831865113196,4.073189984528433,-0.34304284676833696,1.16766611673914,5508,0.9752964487225964,13.0
wk inc flu hosp,2024-2025,B0-fa4e4645314c-s44,states_dc,all,5508,78.70754317830193,115.85130718954248,0.3438634713144517,0.7608932461873639,39.77563859682359,20.834812604590947,18.097091976887373,0.05625998547567179,1.253854539270785,5508,0.7946689482391657,4.0
wk inc flu hosp,2024-2025,FluSight-ensemble,states_dc,all,5508,99.04444278677654,137.23511256354394,0.5232389251997095,0.8204429920116194,70.93207508446216,21.145647358782483,6.9667203435319385,-0.2569862018881627,1.0,5508,1.0,14.0
wk inc flu hosp,2025-2026,B0-2a157841d7e4-s42,states_dc,all,5712,53.83875548045305,85.26348039215686,0.5042016806722689,0.9238445378151261,19.360971562538058,21.22242525270978,13.255358665205211,-0.04043067226890757,1.1263761002256454,5712,0.8317572644097186,1.0
wk inc flu hosp,2025-2026,B0-323fbd9b1c6f-s42,states_dc,all,5712,53.83875548045305,85.26348039215686,0.5042016806722689,0.9238445378151261,19.360971562538058,21.22242525270978,13.255358665205211,-0.04043067226890757,1.1263761002256454,5712,0.8317572644097186,1.0
wk inc flu hosp,2025-2026,B0-323fbd9b1c6f-s43,states_dc,all,5712,68.46714285714287,106.90423669467788,0.3536414565826331,0.8212535014005602,14.340465534039703,19.75039855072464,34.37627877237852,0.33134628851540615,1.651762980676129,5712,1.0577518543399909,12.0
wk inc flu hosp,2025-2026,B0-323fbd9b1c6f-s44,states_dc,all,5712,60.2951658598222,94.59243697478992,0.46060924369747897,0.8849789915966386,12.145338570210695,22.662112638533674,25.48771465107782,0.18774334733893555,1.368755589419156,5712,0.9315026278960702,5.0
wk inc flu hosp,2025-2026,B0-41878487e0fd-s42,states_dc,all,5712,60.07670350748996,88.77240896358543,0.36064425770308123,0.7732843137254902,29.02441846303739,14.699572220192426,16.35271282426014,-0.01046568627450982,1.0949008029904421,5712,0.9281275935563863,4.0
wk inc flu hosp,2025-2026,B0-4d0946a0dfcf-s42,states_dc,all,5712,75.02355072463769,112.35836834733894,0.35066526610644255,0.7601540616246498,19.96578522713433,20.18845907928389,34.86930641821946,0.1523231792717087,1.3028404177918465,5712,1.1590420833498676,16.0
wk inc flu hosp,2025-2026,B0-8afe05f2b10e-s42,states_dc,all,5712,68.58433983375959,97.31425070028011,0.27503501400560226,0.6841736694677871,41.67842680550481,11.418228824138351,15.487684204116432,-0.13958683473389355,1.050721523538886,5712,1.0595624355058797,13.0
wk inc flu hosp,2025-2026,B0-96f18bffffa1-s42,states_dc,all,5712,67.9024978687127,103.68890056022408,0.3629201680672269,0.7892156862745098,20.641114054317377,19.770045974911703,27.49133783948362,0.09283788515406162,1.1896568308231223,5712,1.0490286294669744,11.0
wk inc flu hosp,2025-2026,B0-96f18bffffa1-s43,states_dc,all,5712,74.86482226586287,111.90336134453781,0.32668067226890757,0.7400210084033614,17.963471258068445,19.32303381135063,37.5783171964438,0.2113497899159664,1.3596794681876874,5712,1.1565898805179793,15.0
wk inc flu hosp,2025-2026,B0-96f18bffffa1-s44,states_dc,all,5712,63.06558435330655,96.20413165266106,0.39303221288515405,0.8268557422969187,27.42619656558275,17.22049849287541,18.418889294848377,-0.07096813725490196,1.0695581926212085,5712,0.9743029431494058,8.0
wk inc flu hosp,2025-2026,B0-b1e265a36c11-s42,states_dc,all,5712,63.46918896906589,96.21778711484593,0.38410364145658266,0.8063725490196079,26.196398124467176,17.16476502557545,20.108025819023258,0.016197478991596636,1.1052332245114138,5712,0.9805382483326581,9.0
wk inc flu hosp,2025-2026,B0-c20800f1557e-s42,states_dc,all,5712,68.93813253562296,104.91316526610645,0.39740896358543415,0.8242296918767507,22.50258799171843,18.996879947631225,27.438664596273295,0.09556547619047617,1.197583985300833,5712,1.0650281942747064,14.0
wk inc flu hosp,2025-2026,B0-fa4e4645314c-s42,states_dc,all,5712,61.40355148581171,94.9765406162465,0.3804271708683473,0.8282563025210085,17.686084216295214,20.48554515284375,23.231922116672756,0.0587359943977591,1.1484010548720487,5712,0.9486261254204289,7.0
wk inc flu hosp,2025-2026,B0-fa4e4645314c-s43,states_dc,all,5712,60.69616627085617,89.0234593837535,0.29394257703081234,0.6911764705882353,27.424590488369255,13.074439319205943,20.19713646328097,0.015435924369747892,1.076101589450509,5712,0.9376977006077691,6.0
wk inc flu hosp,2025-2026,B0-fa4e4645314c-s44,states_dc,all,5712,59.722869093289475,92.67892156862744,0.4735644257703081,0.9180672268907563,16.795244184630373,24.872881272074046,18.05474363658507,-0.0009278711484593858,1.216459399345759,5712,0.9226611903718576,3.0
wk inc flu hosp,2025-2026,FluSight-ensemble,states_dc,all,5712,64.72892727743272,96.57475490196079,0.5245098039215687,0.9021358543417367,33.25644714407502,17.218004430032884,14.25447570332481,-0.12322303921568628,1.0,5712,1.0,10.0
wk inc flu prop ed visits,2025-2026,B0-2a157841d7e4-s42,states_dc,all,5656,0.0061095812145383266,0.009544916257176185,0.44077086280056577,0.8999292786421499,0.0023107201817661135,0.0021608346189788226,0.0016380264137933539,0.05107319660537481,1.2168806294996024,5656,0.9375900521991849,1.0
wk inc flu prop ed visits,2025-2026,B0-323fbd9b1c6f-s42,states_dc,all,5656,0.0061095812145383266,0.009544916257176185,0.44077086280056577,0.8999292786421499,0.0023107201817661135,0.0021608346189788226,0.0016380264137933539,0.05107319660537481,1.2168806294996024,5656,0.9375900521991849,1.0
wk inc flu prop ed visits,2025-2026,B0-323fbd9b1c6f-s43,states_dc,all,5656,0.0069721782360248384,0.011048574872132953,0.3359264497878359,0.8635077793493635,0.0016120102424274228,0.002318924461306972,0.003041243532290402,0.3367432814710043,1.7018824250152322,5656,1.0699661280712713,6.0
