target,season,geography,horizon,wis_mean,wis_std,wis_ratio_mean,wis_ratio_std,bias_mean,bias_std,interval_coverage_50_mean,interval_coverage_50_std,interval_coverage_95_mean,interval_coverage_95_std,dispersion_mean,dispersion_std,underprediction_mean,underprediction_std,overprediction_mean,overprediction_std,candidate,control
wk inc covid prop ed visits,2025-2026,states_dc,1,-3.674474341006668e-05,3.171030042540333e-05,-0.09559784243736313,0.08249986317444209,-0.13893238434163704,0.06759890221298305,0.02064056939501781,0.05592965710142957,-0.00877817319098458,0.05946504567443609,-1.2299674846633331e-05,2.4148971650927848e-05,1.9678764216926483e-05,1.622386749505251e-05,-4.412383278036667e-05,5.0275042447675605e-05,anchor,baseline
wk inc covid prop ed visits,2025-2026,states_dc,2,-1.4331276291833347e-05,2.429019581295117e-05,-0.031218218958556365,0.05291201118402141,-0.08090772693173288,0.02801071616046971,-0.01900475118779695,0.05272881081509915,-0.0517629407351838,0.05721624895924485,-1.7665144657666655e-05,3.208599679900458e-05,1.6044502658761363e-05,9.692406277311006e-06,-1.2710634293e-05,3.396101822384199e-05,anchor,baseline
wk inc covid prop ed visits,2025-2026,states_dc,3,4.7509641502633324e-05,3.078167933679087e-05,0.08764324238201848,0.05678439360333353,0.014560582423296923,0.03366393473774191,-0.10140405616224653,0.041889926933221716,-0.1320852834113365,0.06046290147807322,-3.288444076916666e-05,4.006064476462509e-05,6.11201677604053e-06,1.291237560716191e-05,7.428206549580002e-05,4.239318515910454e-06,anchor,baseline
wk inc covid prop ed visits,2025-2026,states_dc,all,-1.0718415199266698e-05,2.4044465581356755e-05,-0.02589166113784917,0.058082388440830766,-0.0929997565132701,0.04821563050069662,-0.020574628682736778,0.04994858167651575,-0.048088629169710274,0.05407451211644125,-1.9404597528899995e-05,2.7685109614820716e-05,1.642662996016596e-05,1.2177300752273013e-05,-7.74044763049999e-06,3.424002067553255e-05,anchor,baseline
wk inc flu hosp,2023-2024,US,0,-234.74455555555562,83.0080328223542,-0.35629490099639033,0.1259894559273235,0.13833333333333325,0.08036375634160797,0.28888888888888886,0.15030832509409653,0.27777777777777773,0.1347150628109127,102.93988888888889,44.97670426310013,-386.2577777777778,63.770981325829204,48.57333333333332,126.88266092908225,anchor,baseline
wk inc flu hosp,2023-2024,US,1,-900.640888888889,164.88713001502774,-0.7661031145545127,0.14025628351196404,0.01944444444444447,0.06379945431091377,0.3111111111111111,0.15752718754175365,0.47777777777777786,0.1835856849095368,198.61022222222223,68.50759169718452,-773.9222222222223,119.5830549745115,-325.3288888888891,202.40423912263986,anchor,baseline
wk inc flu hosp,2023-2024,US,2,-1500.7678888888888,213.75488857862274,-0.9364185965249235,0.13337442401658073,-0.08611111111111114,0.06455689422976134,0.31111111111111106,0.1347150628109127,0.6111111111111113,0.1503083250940965,332.9521111111111,101.55802621672525,-1150.9333333333334,159.47684025518492,-682.7866666666669,245.07594315050818,anchor,baseline
wk inc flu hosp,2023-2024,US,3,-2023.4366666666672,240.90699686001457,-1.0487970900464587,0.12486803340123391,-0.16388888888888886,0.06570839057983839,0.4222222222222222,0.06938886664887112,0.7888888888888889,0.11706281947614156,502.6322222222221,145.3467159963579,-1487.3111111111111,210.91681881552094,-1038.7577777777778,303.40123388992004,anchor,baseline
wk inc flu hosp,2023-2024,US,all,-1164.8974999999994,175.08643338007968,-0.8682860504008536,0.13050513690548868,-0.02305555555555557,0.05460930255850119,0.3333333333333333,0.12104865871944955,0.5388888888888889,0.145853173253612,284.28361111111116,89.7209515771266,-949.6061111111112,137.83544351804022,-499.5750000000001,219.0449614678331,anchor,baseline
wk inc flu hosp,2023-2024,states_dc,0,3.0723224400871474,2.4136124497168248,0.16429821542379922,0.1290724609627532,0.31247276688453157,0.20018108854293032,-0.06906318082788666,0.04926012165377458,-0.08148148148148149,0.03368603187317877,0.12744226579520687,1.555487662457163,-4.534291938997821,4.091436722575495,7.47917211328976,2.0044740095792033,anchor,baseline
wk inc flu hosp,2023-2024,states_dc,1,0.8839150326797404,4.330086409755218,0.03037847507327555,0.14881681745482717,0.22673202614379082,0.21919529215566688,-0.02200435729847496,0.05783605928902136,-0.04030501089324623,0.060493129709738545,0.6850915032679742,2.156588071914236,-6.546143790849672,8.335523166334017,6.744967320261438,3.6206488729718678,anchor,baseline
