name,coverage_50,coverage_95,dispersion,wis,under,over,sharpness,bias,combined_mean,combined_sd,rank
independent__encoder_mlp__fit_partition_target__epochs_100,40.508198644029974,81.37586286930303,1205311.6747295265,3800399.234594566,1684209.9830998534,910877.5767651857,0.3171539620779109,-0.20348714926977096,0.8833770328180912,0.0250561553042262,1.0
independent__encoder_mlp__fit_partition_target__epochs_300,39.52733971442511,80.95246047801233,1194591.9245488397,3873691.712680882,1625052.266521554,1054047.5216104882,0.30838590501103497,-0.1474058307329491,0.8948972697736167,0.0469925142998616,3.0
independent__encoder_multiscale_conv__fit_partition_all__epochs_100,42.89046280779426,85.1386910757724,1272350.855049401,4452458.210874433,1844615.658854259,1335491.6969707727,0.2857636826196107,-0.11434671315724662,1.0491316567594298,0.1119972085361775,65.0
independent__encoder_multiscale_conv__fit_partition_pathogen__epochs_100,42.10138994827315,83.6920694553278,1334617.1714758268,4115014.440590172,1596771.0333511748,1183626.235763171,0.32432867265574333,-0.10039935547073096,1.0218539210677666,0.1087541407947555,50.0
independent__encoder_multiscale_conv__fit_partition_pathogen__epochs_300,43.19779930730798,84.20354957188032,1348743.4264643143,4042808.056661057,1519658.814105679,1174405.8160910634,0.33361549882193453,-0.08539930493256191,0.9691326463788112,0.0242900226770051,23.0
independent__encoder_multiscale_conv__fit_partition_target__epochs_100,41.297675968612,83.20125280894082,1249137.0487217265,4006637.370271735,1832702.7899698091,924797.5315801993,0.3117669340355123,-0.22660030706198767,0.909136061751159,0.0386901117170634,5.0
independent__encoder_multiscale_conv__fit_partition_target__epochs_300,41.07307117650893,82.77915034910721,1253136.8075316665,4122913.151397384,1688456.6259191893,1181319.717946528,0.3039445075642545,-0.12300450903283684,0.947356955190754,0.0719577901477874,12.0
joint_multiscale,38.55291435188442,80.97685274191001,1242467.5032211342,5253482.124606806,1839742.5575496869,2171272.0638359855,0.23650361298490685,0.06310662117482921,1.4329357212615454,0.2572388251029153,139.0
joint_multiscale__annual_calendar_False,39.13856771803829,80.62607873412875,1102873.3550289772,4731470.080997148,2019673.803309359,1608922.922658811,0.23309316896209747,-0.08681252837257356,1.1317245008894283,0.1526404298889188,85.0
joint_multiscale__count_transform_log1p,36.99897409666737,78.21231657582112,1163355.7784054836,5139375.992725449,2215540.8298057476,1760479.3845142175,0.22636128978540593,-0.08854410456359853,1.3314968140325365,0.3487613421639289,128.0
joint_multiscale__count_transform_sqrt,37.56617845797861,78.75591535897799,1115836.0257160258,5255306.682121018,2011385.15559477,2128085.500810222,0.2123255774039203,0.022206191241412373,1.3175081418883765,0.2501291764856029,127.0
joint_multiscale__dynamics_False,38.2798414500337,80.50069622618807,1288450.9769844352,5576824.812338039,1904092.53416301,2384281.3011905947,0.23103665980934093,0.08610433054400884,1.4278101058444126,0.3197488397343019,138.0
joint_multiscale__ed_transform_fourth_root,39.096328576219655,80.42545906399103,1073536.9055444165,4661873.6624785215,2122486.05962788,1465850.6973062246,0.23028013697257987,-0.14085224308128289,1.0121910353034114,0.0351442890206511,45.0
joint_multiscale__ed_transform_linear,39.20684348905092,80.95715995872077,1069348.044629631,4501222.766206499,2042985.619033178,1388889.1025436895,0.23756834535226676,-0.14531529552374103,1.0135578699120675,0.036185095293986,48.0
joint_multiscale__encoder_conv,35.82715923096506,78.24794957534719,1171308.9411912675,5173534.4684123825,2104713.207002608,1897512.320218507,0.22640400838978278,-0.040050160687860555,1.232017137502389,0.1871580201793826,116.0
joint_multiscale__encoder_mlp,39.861293025758506,81.35188136083079,1018891.0999004192,3982000.6692179493,1973344.6621239244,989764.9071936056,0.25587416591281636,-0.2470064263257621,0.9342713861491556,0.1099175819963726,7.0
joint_multiscale__epochs_100,39.1750633061292,81.6132672620027,1219656.3932265183,4959747.612463342,1836120.6416937376,1903970.5775430868,0.24591097945420562,0.013680118657419029,1.3568838126837308,0.2862942039563787,130.0
joint_multiscale__head_sharing_shared,37.451623124755834,79.8578042273128,1103615.9357660438,4584126.996479352,1787298.8297817828,1693212.230931525,0.24074724295675712,-0.020524431134328787,1.198988767270739,0.0957892501811168,107.0
joint_multiscale__location_embedding_8,37.280915643766654,77.08957119957192,1168676.0720857899,4978885.394982315,1809773.498660785,2000435.82423574,0.23472644565459838,0.038294178405291895,1.3170893835083497,0.2228472745907123,126.0
joint_multiscale__lookback_26,35.06751606432523,76.0083148491225,1097959.8013294952,4863123.19087184,2092742.2378950233,1672421.1516473214,0.2257725659490558,-0.08643027736509971,1.1410693422474252,0.2116579495886456,89.0
joint_multiscale__lookback_8,40.39818857703672,81.3380580130748,1101073.1918949755,4572110.695689944,2181331.210834312,1289706.2929606563,0.24082382627632787,-0.19501385185493783,1.119309661845721,0.0289596535807103,81.0
joint_multiscale__noise_global,35.21470922008898,76.62776964476409,1151765.328691812,5282480.095051348,1839083.56074988,2291631.205609656,0.2180349585738697,0.0856695409574235,1.4207699255566582,0.1524284845024159,137.0
joint_multiscale__shared_factor_True,38.65553435269582,80.24549971831613,1207298.3340910324,4885422.491060086,1824698.3451925442,1853425.811776509,0.2471226053223211,0.0058802420131593,1.3004843284668148,0.2250618580433578,123.0
joint_multiscale__us_heads_separate,37.51490175502831,79.25569482348075,1211513.063070099,5445780.542166669,2029190.4826782139,2205076.9964183555,0.2224682125343384,0.03229776014260081,1.3745085740205656,0.2177636094193012,133.0
